YSO-URI	NorthSámi	Finnish	Swedish	English	
http://www.yso.fi/onto/yso/p13126	eallindilli	elämäntilanne	livssituation	life situation	
http://www.yso.fi/onto/yso/p20950	eallinfámolašvuohta	elinvoimaisuus	livskraft	vitality	
http://www.yso.fi/onto/yso/p14803	eallinfilosofiija	elämänfilosofia	livsfilosofi	philosophy of life	
http://www.yso.fi/onto/yso/p11597	eallingearddit	elämäkerrat	biografier	biographies	
http://www.yso.fi/onto/yso/p3313	eallingeardi	elämänkaari	levnadslopp	course of life	
http://www.yso.fi/onto/yso/p11947	eallingolut	elinkustannukset	levnadskostnader	costs of living	
http://www.yso.fi/onto/yso/p4357	eallinhálddašeapmi	elämänhallinta	livskompetens	life management	
http://www.yso.fi/onto/yso/p21967	eallinhállu	elämänhalu	livslust	zest for life	
http://www.yso.fi/onto/yso/p11596	eallinhistorjá	elämänhistoria	livshistoria	life history	
http://www.yso.fi/onto/yso/p10759	eallinláhki	elämänlaatu	livskvalitet	quality of life	
http://www.yso.fi/onto/yso/p7373	eallinmáilbmi	elämismaailma	livsvärld	lifeworld	
http://www.yso.fi/onto/yso/p8111	eallinmuitalusat	muistelmat	memoarer	memoirs	
http://www.yso.fi/onto/yso/p37996	eallinmuorra	elämänpuu	livets träd	tree of life	
http://www.yso.fi/onto/yso/p8617	eallinoaidnodiehtu	elämänkatsomustieto	livsåskådningskunskap	culture, worldview and ethics (curriculum subjects)	
http://www.yso.fi/onto/yso/p221	eallinoaidnu	elämänkatsomus	livsåskådning	view of life	
http://www.yso.fi/onto/yso/p5530	eallinvuogit	elintavat	levnadsvanor	lifestyle habits	
http://www.yso.fi/onto/yso/p8760	eallinvuohki	elämäntapa	livsstil	lifestyle	
http://www.yso.fi/onto/yso/p14245	eallisilba	elohopea	kvicksilver	mercury	
http://www.yso.fi/onto/yso/p2023	eallit	eläimet	djur	animals	
http://www.yso.fi/onto/yso/p18918	eamidat	emännät	husmödrar och värdinnor	farm owners (female)	
http://www.yso.fi/onto/yso/p13711	eamifitnodagat	emoyhtiöt	moderbolag	parent companies	
http://www.yso.fi/onto/yso/p3622	eamivuovddit	aarniometsät	urskogar	primeval forests	
http://www.yso.fi/onto/yso/p8649	eanaávnnas	maa-aines	marksubstans	soil material	
http://www.yso.fi/onto/yso/p24336	eanaávnnasláhka	maa-aineslaki	marktäktslag	Land Extraction Act	
http://www.yso.fi/onto/yso/p6639	eanabáhtarus	maanpako	landsflykt	exile	
http://www.yso.fi/onto/yso/p10943	eanabargu	maanviljely	jordbruk	farming	
http://www.yso.fi/onto/yso/p5451	eanadáidda	maataide	jordkonst	earthworks (art forms)	
http://www.yso.fi/onto/yso/p7570	eanadállodoallu	maatilatalous	gårdsbruk	farm economy	
http://www.yso.fi/onto/yso/p19700	eanadálloturisma	maatilamatkailu	gårdsturism	agritourism	
http://www.yso.fi/onto/yso/p6821	eanadálut	maatilat	lantgårdar	farms	
http://www.yso.fi/onto/yso/p4658	eanadoallit	maanviljelijät	jordbrukare	farmers	
http://www.yso.fi/onto/yso/p18513	eanadoallobargu	maataloustyö	jordbruksarbete	agricultural work	
http://www.yso.fi/onto/yso/p10328	eanadoalloboahtu	maataloustulo	lantbruksinkomst	agricultural income	
http://www.yso.fi/onto/yso/p11043	eanadoalloeana	maatalousmaa	jordbruksmark	agricultural land	
http://www.yso.fi/onto/yso/p18030	eanadoallokultuvrrat	maanviljelyskulttuurit	jordbrukskulturer	agricultural cultures	
http://www.yso.fi/onto/yso/p10881	eanadoallopolitihkka	maatalouspolitiikka	jordbrukspolitik	agricultural policy	
http://www.yso.fi/onto/yso/p4503	eanadoallu	maatalous	lantbruk	agriculture	
http://www.yso.fi/onto/yso/p4379	eanafievrrut	maakulkuneuvot	landfordon	land vehicles	
http://www.yso.fi/onto/yso/p7053	eanagássa	maakaasu	naturgas	natural gas	
http://www.yso.fi/onto/yso/p18185	eanagávpi	maakauppa (maa-alueet)	markhandel	land trade	
http://www.yso.fi/onto/yso/p27542	eanageallárat	maakellarit	jordkällare	root cellars	
http://www.yso.fi/onto/yso/p11377	eanageavahan- ja huksenláhka	maankäyttö- ja rakennuslaki	markanvändnings- och bygglag	Land Use and Building Act	
http://www.yso.fi/onto/yso/p39869	eanageavahansoahpamušat	maankäyttösopimukset	markanvändningsavtal	land use agreements	
http://www.yso.fi/onto/yso/p6755	eanageavaheami plánen	maankäytön suunnittelu	markanvändningsplanering	land use planning	
http://www.yso.fi/onto/yso/p6713	eanageavaheapmi	maankäyttö	markanvändning	land use	
http://www.yso.fi/onto/yso/p7791	eanagirjjit	maakirjat	jordeböcker	land title register	
http://www.yso.fi/onto/yso/p2035	eanagoddeeallit	maakuntaeläimet	landskapsdjur	provincial animals	
http://www.yso.fi/onto/yso/p12274	eanagoddeláven	maakuntakaavoitus	planläggning på landskapsnivå	regional land use planning	
http://www.yso.fi/onto/yso/p38396	eanagovččas	maanpeite	landtäcke	land cover	
http://www.yso.fi/onto/yso/p8687	eanaguovllut	maa-alueet	landområden	land areas	
http://www.yso.fi/onto/yso/p16171	eanahockey	maahockey	landhockey	field hockey	
http://www.yso.fi/onto/yso/p888	eanahuksen	maarakennus	markbyggnad	earth construction	
http://www.yso.fi/onto/yso/p28210	eanaiduvvan	maatuminen	förmultning	decomposition (biodegradation)	
http://www.yso.fi/onto/yso/p5551	eanajohtolat	maaliikenne	landtrafik	land traffic	
http://www.yso.fi/onto/yso/p7146	eanajuohkin	maanjako	jorddelning	partitioning of land	
http://www.yso.fi/onto/yso/p18697	eanakámppat	maaottelut	landskamper	international matches	
http://www.yso.fi/onto/yso/p24635	eanaláigohanláhka	maanvuokralaki	jordlegolag	Land Tenancy Act	
http://www.yso.fi/onto/yso/p2702	eanaláigu	maanvuokra	arrende	rent on land (payments)	
http://www.yso.fi/onto/yso/p16100	eanaliggen	maalämpö	jordvärme	ground heat	
http://www.yso.fi/onto/yso/p2363	eanalottit	metsäkanat	skogshöns	grouse	
http://www.yso.fi/onto/yso/p21655	eanaluoitádagat	hautavajoamat	gravsänkor	rift valleys	
http://www.yso.fi/onto/yso/p27993	eanamearkkat	maamerkit	landmärken	landmarks	
http://www.yso.fi/onto/yso/p12119	eanamihtidaninšenevrrat	maanmittausinsinöörit	lantmäteriingenjörer	surveying engineers	
http://www.yso.fi/onto/yso/p10601	eanamihtidanteknihkkárat	maanmittausteknikot	lantmäteritekniker	surveying technicians	
http://www.yso.fi/onto/yso/p14126	eanamihtideaddjit	maanmittarit	lantmätare	land surveyors	
http://www.yso.fi/onto/yso/p7268	eanamihtideapmi	maanmittaus	lantmäteri	land surveying	
http://www.yso.fi/onto/yso/p37830	eanamuorjjit	mansikat	smultronsläktet	strawberries	
http://www.yso.fi/onto/yso/p16183	eanandoalloekonomiija	maatalousekonomia	lantbruksekonomi	agricultural economics	
http://www.yso.fi/onto/yso/p13471	eanandoalloguovllut	maatalousalueet	jordbruksområden	agricultural areas	
http://www.yso.fi/onto/yso/p5150	eanandoallohálddahus	maataloushallinto	lantbruksförvaltning	agricultural administration	
http://www.yso.fi/onto/yso/p19053	eanandoallosearvvit	maatalousjärjestöt	lantbruksorganisationer	agricultural organisations	
http://www.yso.fi/onto/yso/p13142	eanandoallosuorgi	maatalousala	lantbruksbranschen	agricultural sector	
http://www.yso.fi/onto/yso/p18611	eanangoddemuseat	maakuntamuseot	landskapsmuseer	provincial museums	
http://www.yso.fi/onto/yso/p16072	eananláigoheapmi	maanvuokraus	arrendering	ground lease (activity)	
http://www.yso.fi/onto/yso/p37818	eananmuorji	puutarhamansikka	jordgubbe	strawberry	
http://www.yso.fi/onto/yso/p11861	eananspábba	maapallo	jorden	Earth (planets)	
http://www.yso.fi/onto/yso/p13259	eanaoamastusat	tilukset	ägor	pieces of land	
http://www.yso.fi/onto/yso/p26816	eanaoarrit	maaoravat	jordekorrar	ground squirrels	
http://www.yso.fi/onto/yso/p27209	eanaolju	maaöljy	råolja	crude oil	
http://www.yso.fi/onto/yso/p8272	eanapolitihkka	maapolitiikka	markpolitik	land use policy	
http://www.yso.fi/onto/yso/p7145	eanareforbma	maareformi	jordreform	land reform	
http://www.yso.fi/onto/yso/p7440	eanaskáhppon	maanhankinta	markförvärv	land acquisition	
http://www.yso.fi/onto/yso/p1672	eanašlájat	maalajit	jordarter	soils	
http://www.yso.fi/onto/yso/p7868	eanauđđasat	maanvyörymät	jordskred	landslides	
http://www.yso.fi/onto/yso/p10483	eanavearru	maavero	jordskatt	land tax	
http://www.yso.fi/onto/yso/p1675	eanavuođđu	maaperä	jord	soil	
http://www.yso.fi/onto/yso/p15350	eanavuoigatvuohta	maaoikeus	jordrätt	land law	
http://www.yso.fi/onto/yso/p20889	eanetlogut	enemmistöt	majoriteter	majorities	
http://www.yso.fi/onto/yso/p18338	eanetlohkoprinsihppa	enemmistöperiaate	majoritetsprincip	principle of majority	
http://www.yso.fi/onto/yso/p11223	eaŋgalasgielat girjjálašvuohta	englanninkielinen kirjallisuus	litteratur på engelska	English language literature	
http://www.yso.fi/onto/yso/p2573	eaŋgalasgiella	englannin kieli	engelska	English language	
http://www.yso.fi/onto/yso/p19810	eappel	omena	äpple	apple	
http://www.yso.fi/onto/yso/p12911	earáláganvuohta	erilaisuus	olikhet	dissimilarity	
http://www.yso.fi/onto/yso/p38176	earásohkabeallevuohta	muunsukupuolisuus	intergender	non-binary gender	
http://www.yso.fi/onto/yso/p5770	earkebismmat	arkkipiispat	ärkebiskopar	archbishops	
http://www.yso.fi/onto/yso/p6163	earránan olbmot	eronneet	frånskilda	divorced persons	
http://www.yso.fi/onto/yso/p38317	earráneapmi (olmmošgaskavuođat)	eroaminen (ihmissuhteet)	avslutande av relation	separation (interpersonal relations)	
http://www.yso.fi/onto/yso/p12260	earroruhta	eroraha	avgångsbidrag	severance pay	
http://www.yso.fi/onto/yso/p14078	earta (šládja)	herne (laji)	ärt (art)	pea	
http://www.yso.fi/onto/yso/p20848	earttat (bearaš)	herneet (suku)	ärter (släkte)	Pisum	
http://www.yso.fi/onto/yso/p3525	easkariegádan	vastasyntyneet	nyfödda	newborn infants	
http://www.yso.fi/onto/yso/p23206	eastadandálkkodeapmi	estolääkitys	förebyggande medicinering	prophylactic medication	
http://www.yso.fi/onto/yso/p8518	eastadanvuogit	ehkäisymenetelmät	preventivmetoder	contraceptive methods	
http://www.yso.fi/onto/yso/p6203	eastadeaddji gárrenávnnasbargu	ehkäisevä päihdetyö	förebyggande missbruksarbete	preventive drug and intoxicant work	
http://www.yso.fi/onto/yso/p8955	eastadeaddji mielladearvvašvuođabargu	ehkäisevä mielenterveystyö	förebyggande mentalhygien	preventive mental health work	
http://www.yso.fi/onto/yso/p15052	eastadeaddji sosiálabargu	ehkäisevä sosiaalityö	förebyggande socialt arbete	preventive social work	
http://www.yso.fi/onto/yso/p19984	eastadeaddji sosiálapolitihkka	ehkäisevä sosiaalipolitiikka	förebyggande socialpolitik	preventive social policy	
http://www.yso.fi/onto/yso/p793	eastadeapmi	ehkäisy	prevention	prevention	
http://www.yso.fi/onto/yso/p38308	eastagat	esteet	hinder	barriers	
http://www.yso.fi/onto/yso/p26789	eastin	estäminen	förhindrande	obstruction	
http://www.yso.fi/onto/yso/p18904	easttalašvuohta	esteellisyys	jäv	incapacity	
http://www.yso.fi/onto/yso/p9086	easttaviehkan	estejuoksu	hinderlöpning	steeplechasing	
http://www.yso.fi/onto/yso/p4283	eatnánandearvvašvuohta	lisääntymisterveys	reproduktiv hälsa	reproductive health	
http://www.yso.fi/onto/yso/p731	eatnanbealuštus	maanpuolustus	landets försvar	national defence	
http://www.yso.fi/onto/yso/p19632	eatnanbealuštusbargu	maanpuolustustyö	försvarsarbete	national defence work	
http://www.yso.fi/onto/yso/p601	eatnandieđa	maantiede	geografi (vetenskaper)	geography	
http://www.yso.fi/onto/yso/p18633	eatnandiehtu	maantieto	geografi (läroämnen)	geography (curriculum subjects)	
http://www.yso.fi/onto/yso/p8259	eatnandoarggástusat	maanjäristykset	jordbävningar	earthquakes	
http://www.yso.fi/onto/yso/p11084	eatnaneaiggádat	maanomistajat	markägare	landowners	
http://www.yso.fi/onto/yso/p28405	eatnangoddelágat	maakuntalait	landskapslagar	provincial laws	
http://www.yso.fi/onto/yso/p6819	eatnangottit	maakunnat	landskap (administrativa områden)	counties	
http://www.yso.fi/onto/yso/p3825	eatnanhearrát	maaherrat	landshövdingar	provincial governors	
http://www.yso.fi/onto/yso/p17617	eatnanlágat	maanlait	landslagar	laws of the land	
http://www.yso.fi/onto/yso/p7147	eatnanoamastus	maanomistus	jordinnehav	land ownership	
http://www.yso.fi/onto/yso/p12066	eatnanoasit	maanosat	världsdelar	continents	
http://www.yso.fi/onto/yso/p4070	eatnigielaoahpaheaddjit	äidinkielenopettajat	modersmålslärare	native language teachers	
http://www.yso.fi/onto/yso/p10957	eatnigiella	äidinkieli	modersmål	mother tongue	
http://www.yso.fi/onto/yso/p2296	eatnimielki	äidinmaito	modersmjölk	breast milk	
http://www.yso.fi/onto/yso/p12279	eatnit	äidit	mödrar	mothers	
http://www.yso.fi/onto/yso/p39067	eavru	hapro	fjällsyra	alpine mountain-sorrel	
http://www.yso.fi/onto/yso/p16666	e-boasta	sähköposti	e-post	email	
http://www.yso.fi/onto/yso/p40052	ebolavirusat	ebolavirukset	ebolavirus	ebolaviruses	
http://www.yso.fi/onto/yso/p23308	ECHO-virusat	ECHO-virukset	echovirus	ECHO viruses	
http://www.yso.fi/onto/yso/p5407	eContent-prográmma	eContent-ohjelma	eContent-programmet	eContent Programme	
http://www.yso.fi/onto/yso/p21378	ECR	ECR	ECR	Efficient Consumer Response	
http://www.yso.fi/onto/yso/p39390	edamvuostá	edamjuusto	edamerost	Edam cheese	
http://www.yso.fi/onto/yso/p931	Edda	Edda	Edda	Edda	
http://www.yso.fi/onto/yso/p19873	editeren	editointi	editering	editing	
http://www.yso.fi/onto/yso/p12337	ednen	maadoitus	jordning	earthing	
http://www.yso.fi/onto/yso/p25229	ednot	enot	morbröder	uncles (maternal)	
http://www.yso.fi/onto/yso/p11809	Eduplan	Eduplan	Eduplan	Eduplan	
http://www.yso.fi/onto/yso/p3328	EEG	EEG	EEG	EEG	
http://www.yso.fi/onto/yso/p5406	eEurope-fidnu	eEurope-hanke	eEurope-initiativet	eEurope	
http://www.yso.fi/onto/yso/p18458	effeavttat	tehosteet	effektmedel	effects (media)	
http://www.yso.fi/onto/yso/p27251	egalitarisma	egalitarismi	egalitarism	egalitarianism	
http://www.yso.fi/onto/yso/p7797	e-girjjit	e-kirjat	e-böcker	electronic books	
http://www.yso.fi/onto/yso/p27413	ego state -terapiija	ego state -terapia	ego state-terapi	ego state therapy	
http://www.yso.fi/onto/yso/p2894	egoisma	egoismi	egoism	egoism	
http://www.yso.fi/onto/yso/p29264	egyptagielat girjjálašvuohta	egyptinkielinen kirjallisuus	litteratur på egyptiska	Egyptian language literature	
http://www.yso.fi/onto/yso/p15608	egyptagiella	egyptin kieli	egyptiska	Egyptian language	
http://www.yso.fi/onto/yso/p18328	egyptalaččat	egyptiläiset	egyptier	Egyptians	
http://www.yso.fi/onto/yso/p1747	egyptologat	egyptologit	egyptologer	Egyptologists	
http://www.yso.fi/onto/yso/p2192	egyptologiija	egyptologia	egyptologi	Egyptology	
http://www.yso.fi/onto/yso/p21647	EHEC	EHEC	EHEC	EHEC	
http://www.yso.fi/onto/yso/p19223	Ehrensvärd-musea	Ehrensvärd-museo	Ehrensvärdmuseet	Ehrensvärd Museum	
http://www.yso.fi/onto/yso/p11066	ehtalaš bajásgeassin	eettinen kasvatus	etisk fostran	ethical education	
http://www.yso.fi/onto/yso/p23085	ehtalašvuohta	eettisyys	etiskhet	ethicality	
http://www.yso.fi/onto/yso/p16948	ehtemas	juolukka	odon	bog blueberry	
http://www.yso.fi/onto/yso/p22851	einnosteaddjit	ennustajat	siare	fortune-tellers	
http://www.yso.fi/onto/yso/p6090	einnosteapmi	ennustaminen (magia)	spådomskonst	fortune-telling	
http://www.yso.fi/onto/yso/p3297	einnostusat	ennusteet	prognoser	forecasts	
http://www.yso.fi/onto/yso/p6946	eiseválddit	viranomaiset	myndigheter	public authorities	
http://www.yso.fi/onto/yso/p28509	ekfrasis	ekfrasis	ekfras	ekphrasis	
http://www.yso.fi/onto/yso/p20204	EKG	EKG	EKG	ECG	
http://www.yso.fi/onto/yso/p5960	eklektisma	eklektismi	eklekticism	eclectism	
http://www.yso.fi/onto/yso/p1214	ekoenergiija	kestävä energia	hållbar energi	ecoenergy	
http://www.yso.fi/onto/yso/p14694	ekofeminisma	ekofeminismi	ekofeminism	ecofeminism	
http://www.yso.fi/onto/yso/p16571	ekofysiologiija	ekofysiologia	ekofysiologi	ecophysiology	
http://www.yso.fi/onto/yso/p7750	ekokatastrofat	ekokatastrofit	ekokatastrofer	ecological catastrophes	
http://www.yso.fi/onto/yso/p22279	ekokritihkka	ekokritiikki	ekokritik	ecocriticism	
http://www.yso.fi/onto/yso/p14357	ekologalaš ássan	ekologinen asuminen	ekologiskt boende	ecological housing	
http://www.yso.fi/onto/yso/p37789	ekologalaš dássedeaddu	ekologinen tasapaino	ekologisk balans	ecological balance	
http://www.yso.fi/onto/yso/p21528	ekologalaš dilli	ekologinen tila	ekologiskt tillstånd	ecological status	
http://www.yso.fi/onto/yso/p12026	ekologalaš fierpmádagat	ekologiset verkostot	ekologiska nätverk	ecological networks	
http://www.yso.fi/onto/yso/p14358	ekologalaš huksen	ekologinen rakentaminen	ekologiskt byggande	ecological construction	
http://www.yso.fi/onto/yso/p38324	ekologalaš kompensašuvdna	ekologinen kompensaatio	ekologisk kompensation	ecological compensation	
http://www.yso.fi/onto/yso/p21076	ekologalaš modernisašuvdna	ekologinen modernisaatio	ekologisk modernisering	ecological modernisation	
http://www.yso.fi/onto/yso/p22352	ekologalaš plánen	ekologinen suunnittelu	ekologisk planering	ecological planning	
http://www.yso.fi/onto/yso/p5911	ekologalaš psykologiija	ekologinen psykologia	ekologisk psykologi	ecological psychology	
http://www.yso.fi/onto/yso/p29207	ekologalaš teáhter	ekologinen teatteri	ekologisk teater	ecological theatre	
http://www.yso.fi/onto/yso/p22351	ekologalašvuohta	ekologisuus	ekologisk aspekt	ecological character	
http://www.yso.fi/onto/yso/p634	ekologiija	ekologia	ekologi	ecology	
http://www.yso.fi/onto/yso/p38778	ekomusikologiija	ekomusikologia	ekomusikologi	ecomusicology	
http://www.yso.fi/onto/yso/p2459	ekonomalaš antropologiija	taloudellinen antropologia	ekonomisk antropologi	economic anthropology	
http://www.yso.fi/onto/yso/p11121	ekonomalaš árvvoštallan	taloudellinen arviointi	ekonomisk värdering	economic evaluation	
http://www.yso.fi/onto/yso/p27716	ekonomalaš dáhpáhusat	taloudelliset tapahtumat	ekonomiska händelser	economic events	
http://www.yso.fi/onto/yso/p4583	ekonomalaš dilli	taloudellinen tila	ekonomiskt läge	economic condition	
http://www.yso.fi/onto/yso/p18156	ekonomalaš geologiija	taloudellinen geologia	ekonomisk geologi	economic geology	
http://www.yso.fi/onto/yso/p1732	ekonomalaš integrašuvdna	taloudellinen integraatio	ekonomisk integration	economic integration	
http://www.yso.fi/onto/yso/p6172	ekonomalaš kriissat	taloudelliset kriisit	ekonomiska kriser	economic crises	
http://www.yso.fi/onto/yso/p15699	ekonomalaš mállet	taloudelliset mallit	ekonomiska modeller	economic models	
http://www.yso.fi/onto/yso/p4584	ekonomalaš ovdáneapmi	taloudellinen kehitys	ekonomisk utveckling	economic development	
http://www.yso.fi/onto/yso/p19767	ekonomalaš ovddasvástádus	taloudellinen vastuu	ekonomiskt ansvar	economic responsibility	
http://www.yso.fi/onto/yso/p15827	ekonomalaš ovttasbargu	taloudellinen yhteistyö	ekonomiskt samarbete	economic cooperation	
http://www.yso.fi/onto/yso/p4654	ekonomalaš šaddodieđa	ekonominen kasvitiede	ekonomisk botanik	economic botany	
http://www.yso.fi/onto/yso/p21597	ekonomalaš sajádat	taloudellinen asema	ekonomisk ställning	financial status	
http://www.yso.fi/onto/yso/p3863	ekonomalaš teoriijat	talousteoriat	ekonomiska teorier	economic theories	
http://www.yso.fi/onto/yso/p20699	ekonomalaš vahágat	taloudelliset vahingot	ekonomiska skador	financial losses	
http://www.yso.fi/onto/yso/p11238	ekonomalaš váikkuhusat	taloudelliset vaikutukset	ekonomiska konsekvenser	economic effects	
http://www.yso.fi/onto/yso/p4258	ekonomalašvuohta	taloudellisuus	ekonomisk effektivitet	economic efficiency	
http://www.yso.fi/onto/yso/p19444	ekonomat	ekonomit	ekonomer	Bachelors of Economic Sciences	
http://www.yso.fi/onto/yso/p13480	ekonometriija	ekonometria	ekonometri	econometrics	
http://www.yso.fi/onto/yso/p2555	ekonomiija	talous	ekonomi	economy	
http://www.yso.fi/onto/yso/p2849	ekonomiijadiehtagat	taloustieteet	ekonomiska vetenskaper	economics	
http://www.yso.fi/onto/yso/p8813	ekonomiijadikšun	taloudenhoito	hushållning (ekonomi)	management of finances	
http://www.yso.fi/onto/yso/p12621	ekonomiijaeallin	talouselämä	ekonomiskt liv	economic life	
http://www.yso.fi/onto/yso/p5981	ekonomiijaguovllut	talousalueet	ekonomiområden	economic regions	
http://www.yso.fi/onto/yso/p4327	ekonomiijahálddahus	taloushallinto	ekonomiförvaltning	financial administration	
http://www.yso.fi/onto/yso/p17789	ekonomiijahistorjá	taloushistoria	ekonomisk historia	economic history	
http://www.yso.fi/onto/yso/p22243	ekonomiijahoavddat	talouspäälliköt	ekonomichefer	financial managers	
http://www.yso.fi/onto/yso/p18992	ekonomiijajođiheaddjit	talousjohtajat	ekonomidirektörer	financial directors	
http://www.yso.fi/onto/yso/p4773	ekonomiijaortnegat	talousjärjestelmät	ekonomiska system	economic systems	
http://www.yso.fi/onto/yso/p6036	ekonomiijaplánat	taloussuunnitelmat	ekonomiska planer	financial plans	
http://www.yso.fi/onto/yso/p6035	ekonomiijaplánen	taloussuunnittelu	ekonomisk planering	economic planning	
http://www.yso.fi/onto/yso/p978	ekonomiijapolitihkka	talouspolitiikka	ekonomisk politik	economic policy	
http://www.yso.fi/onto/yso/p7671	ekonomiijavuoigatvuohta	talousoikeus	ekonomisk rätt	economic law	
http://www.yso.fi/onto/yso/p19196	ekonomiijavuovddit	talousmetsät	ekonomiskogar	commercial forests	
http://www.yso.fi/onto/yso/p28524	ekoservošat	ekoyhteisöt	ekobyar	ecovillages	
http://www.yso.fi/onto/yso/p40006	ekososiála sosiálabargu	ekososiaalinen sosiaalityö	ekologiskt socialt arbete	ecological social work	
http://www.yso.fi/onto/yso/p20954	ekoteologiija	ekoteologia	ekoteologi	ecotheology	
http://www.yso.fi/onto/yso/p25816	ekoterapiija	ekoterapia	ekoterapi	ecotherapy	
http://www.yso.fi/onto/yso/p19671	ekotoksikologiija	ekotoksikologia	ekotoxikologi	ecotoxicology	
http://www.yso.fi/onto/yso/p8121	ekoturisma	ekomatkailu	ekoturism	ecotourism	
http://www.yso.fi/onto/yso/p4997	ekovuogádagat (ekologiija)	ekosysteemit (ekologia)	ekosystem (ekologi)	ecosystems (ecology)	
http://www.yso.fi/onto/yso/p9983	eksegetihkka	eksegetiikka	exegetik	exegetics	
http://www.yso.fi/onto/yso/p11909	ekshibitionisma	ekshibitionismi	exhibitionism	exhibitionism	
http://www.yso.fi/onto/yso/p19162	eksistentiálapsykologiija	eksistentiaalipsykologia	existentialpsykologi	existential psychology	
http://www.yso.fi/onto/yso/p9293	eksistentialisma	eksistentialismi	existentialism	existentialism	
http://www.yso.fi/onto/yso/p26821	eksonymat	eksonyymit	exonymer	exonyms	
http://www.yso.fi/onto/yso/p12836	eksoplanehtat	eksoplaneetat	exoplaneter	exoplanets	
http://www.yso.fi/onto/yso/p22328	eksorkisma	eksorkismi	exorcism	exorcism	
http://www.yso.fi/onto/yso/p14308	eksosfeara	eksosfääri	exosfären	exosphere	
http://www.yso.fi/onto/yso/p3015	eksotihkka	eksotiikka	exotik	exoticism	
http://www.yso.fi/onto/yso/p20339	eksperimentála arkeologiija	kokeellinen arkeologia	experimentell arkeologi	experimental archeology	
http://www.yso.fi/onto/yso/p25605	eksperimentála dáidda	kokeellinen taide	experimentell konst	experimental art	
http://www.yso.fi/onto/yso/p28225	eksperimentála fonetihkka	kokeellinen fonetiikka	experimentell fonetik	experimental phonetics	
http://www.yso.fi/onto/yso/p21541	eksperimentála girjjálašvuohta	kokeellinen kirjallisuus	experimentell litteratur	experimental literature	
http://www.yso.fi/onto/yso/p30169	eksperimentála musihkka	kokeellinen musiikki	experimentell musik	experimental music	
http://www.yso.fi/onto/yso/p6329	eksperimentála psykologiija	kokeellinen psykologia	experimentell psykologi	experimental psychology	
http://www.yso.fi/onto/yso/p14218	eksperimentála románat	kokeelliset romaanit	experimentella romaner	experimental novels	
http://www.yso.fi/onto/yso/p2624	eksperimentála teáhter	kokeellinen teatteri	experimentell teater	experimental theatre	
http://www.yso.fi/onto/yso/p21071	eksplisihtalaš diehtu	eksplisiittinen tieto	explicit kunskap	explicit knowledge	
http://www.yso.fi/onto/yso/p3292	ekspressiivvalašvuohta	ekspressiivisyys	expressivitet	expressiveness	
http://www.yso.fi/onto/yso/p9507	ekspressionisma	ekspressionismi	expressionism	expressionism	
http://www.yso.fi/onto/yso/p28576	ekspressivisma	ekspressivismi	expressivism	expressivism	
http://www.yso.fi/onto/yso/p5464	ekstása (narkotihkat)	ekstaasi (huumeet)	ecstasy	ecstasy (drugs)	
http://www.yso.fi/onto/yso/p21225	eksternalisma	eksternalismi	externalism	externalism	
http://www.yso.fi/onto/yso/p20168	ekstranet	ekstranet	extranät	extranet	
http://www.yso.fi/onto/yso/p15154	ekumenihkka	ekumeniikka	ekumenik	ecumenics	
http://www.yso.fi/onto/yso/p13701	ekumeniija	ekumenia	ekumenism	ecumenicalism	
http://www.yso.fi/onto/yso/p15353	ekváhtor	päiväntasaaja	ekvatorn	equator	
http://www.yso.fi/onto/yso/p16524	ekvivaleansa	ekvivalenssi	ekvivalens	equivalence	
http://www.yso.fi/onto/yso/p10064	Eläintarhanajo	Eläintarhanajo	Djurgårdsloppet	Eläintarhanajo	
http://www.yso.fi/onto/yso/p28883	elatiiva	elatiivi	elativ	elative case	
http://www.yso.fi/onto/yso/p6099	elbiillat	sähköautot	elbilar	electric cars	
http://www.yso.fi/onto/yso/p11921	elefántabátni	norsunluu	elfenben	ivory	
http://www.yso.fi/onto/yso/p20384	elefánttat	norsut	elefanter	elephants	
http://www.yso.fi/onto/yso/p5828	elefápmu	sähkö	elektricitet	electricity	
http://www.yso.fi/onto/yso/p10201	elegiijat (divttat)	elegiat (runot)	elegier (dikter)	elegies	
http://www.yso.fi/onto/yso/p37950	elegiijat (komposišuvnnat)	elegiat (sävellykset)	elegier (kompositioner)	elegies (compositions)	
http://www.yso.fi/onto/yso/p12751	elektrihkkárat	sähköasentajat	elektriker	electricians	
http://www.yso.fi/onto/yso/p3433	elektroakusttalaš musihkka	elektroakustinen musiikki	elektroakustisk musik	electroacoustic music	
http://www.yso.fi/onto/yso/p14077	elektrodat	elektrodit	elektroder	electrodes	
http://www.yso.fi/onto/yso/p7871	elektrofysiologiija	elektrofysiologia	elektrofysiologi	electrophysiology	
http://www.yso.fi/onto/yso/p38660	elektrokatalysa	elektrokatalyysi	elektrokatalys	electrocatalysis	
http://www.yso.fi/onto/yso/p8094	elektrolyhtat	elektrolyytit	elektrolyter	electrolytes	
http://www.yso.fi/onto/yso/p8095	elektrolysa	elektrolyysi	elektrolys	electrolysis	
http://www.yso.fi/onto/yso/p22356	elektromyografiija	elektromyografia	elektromyografi	electromyography	
http://www.yso.fi/onto/yso/p4890	elektronihkka	elektroniikka	elektronik	electronics	
