YSO-URI	NorthSámi	Finnish	Swedish	English	
http://www.yso.fi/onto/yso/p17971	riikkaidgaskasaš stuđeantadutkkus	kansainvälinen ylioppilastutkinto	internationell studentexamen	international matriculation examination	
http://www.yso.fi/onto/yso/p3989	riikkaidgaskasaš veahkki	kansainvälinen apu	internationell hjälpverksamhet	international relief	
http://www.yso.fi/onto/yso/p19660	riikkaidgaskasaš veardádallan	kansainvälinen vertailu	internationell jämförelse	international comparison	
http://www.yso.fi/onto/yso/p13398	riikkaidgaskasaš vuogádat	kansainvälinen järjestelmä	internationell ordning	international system	
http://www.yso.fi/onto/yso/p12347	riikkaidgaskasaš vuoigatvuohta	kansainvälinen oikeus	internationell rätt	international law	
http://www.yso.fi/onto/yso/p3868	riikkaidgaskasašvuohta	kansainvälisyys	internationalism	internationality	
http://www.yso.fi/onto/yso/p15458	riikkajoavkkut	maajoukkueet	landslag (grupper)	national teams	
http://www.yso.fi/onto/yso/p28219	riikkaluottat	valtatiet	riksvägar	highways	
http://www.yso.fi/onto/yso/p14721	riikkasfárren	maastamuutto	utvandring	emigration	
http://www.yso.fi/onto/yso/p2403	riikkavulošgeatnegasvuođat	kansalaisvelvollisuudet	medborgerliga skyldigheter	civic duties	
http://www.yso.fi/onto/yso/p12263	riikkavulošluohttámuš	kansalaisluottamus	medborgerligt förtroende	civic confidence	
http://www.yso.fi/onto/yso/p2736	riikkavulošvuohta	kansalaisuus	medborgarskap	citizenship	
http://www.yso.fi/onto/yso/p7673	riipput	etanat	sniglar	slugs	
http://www.yso.fi/onto/yso/p39715	riisadávda	riisitauti	rakit	rickets	
http://www.yso.fi/onto/yso/p1247	riittat	riitit	riter	rites	
http://www.yso.fi/onto/yso/p3931	rikkeheamit	selkärangattomat	ryggradslösa djur	invertebrates	
http://www.yso.fi/onto/yso/p5336	rillumareifilmmat	rillumareielokuvat	rillumareifilmer	rillumarei films	
http://www.yso.fi/onto/yso/p30045	rillumareimusihkka	rillumareimusiikki	rillumareimusik	rillumarei music	
http://www.yso.fi/onto/yso/p3031	ringette	ringette	ringette	ringette	
http://www.yso.fi/onto/yso/p1122	rinovirusat	rinovirukset	rinovirus	rhinoviruses	
http://www.yso.fi/onto/yso/p24624	riŋgalat	rinkelit	kringlor	bagels and kringles	
http://www.yso.fi/onto/yso/p9097	ripsa	rypsi	rybs	turnip rape	
http://www.yso.fi/onto/yso/p18310	ripsaolju	rypsiöljy	rypsolja	turnip rape oil	
http://www.yso.fi/onto/yso/p4688	risen	riisi	ris	rice	
http://www.yso.fi/onto/yso/p3131	riskaanalysa	riskianalyysi	riskanalys	risk analysis	
http://www.yso.fi/onto/yso/p6079	riskaárvvoštallan	riskinarviointi	riskbedömning	risk assessment	
http://www.yso.fi/onto/yso/p13277	riskadahkkit	riskitekijät	riskfaktorer	risk factors	
http://www.yso.fi/onto/yso/p14361	riskajoavkkut	riskiryhmät	riskgrupper	risk groups	
http://www.yso.fi/onto/yso/p3134	riskkaidhálddašeapmi	riskienhallinta	riskhantering	risk management	
http://www.yso.fi/onto/yso/p11099	riskkat	riskit	risker	risks	
http://www.yso.fi/onto/yso/p19398	rismánát	kummilapset	gudbarn	godchildren	
http://www.yso.fi/onto/yso/p12305	rišša	rikki	svavel	sulfur	
http://www.yso.fi/onto/yso/p5730	riššadioksida	rikkidioksidi	svaveldioxid	sulphur dioxide	
http://www.yso.fi/onto/yso/p7714	riššasákkit	tulitikut	tändstickor	matches (firemaking)	
http://www.yso.fi/onto/yso/p13743	riššasivra	rikkihappo	svavelsyra	sulphuric acid	
http://www.yso.fi/onto/yso/p21868	riššut	suihkut	duschar	showers	
http://www.yso.fi/onto/yso/p3371	ristejaččat	ristiäiset	dopförrättningar	christenings	
http://www.yso.fi/onto/yso/p19018	ristváhnemat	kummit	faddrar	godparents	
http://www.yso.fi/onto/yso/p11344	ritma	rytmi	rytm	rhythm	
http://www.yso.fi/onto/yso/p26388	ritmaspealut	rytmipelit	rytmspel	rhythm games	
http://www.yso.fi/onto/yso/p30081	ritornellot	ritornellot	ritorneller	ritornellos	
http://www.yso.fi/onto/yso/p18036	rittat	säleiköt	spjälverk	trellises	
http://www.yso.fi/onto/yso/p7488	rittut	rannikot	kuster	coasts	
http://www.yso.fi/onto/yso/p28234	rituáladánssat	rituaalitanssit	rituella danser	ritual dances	
http://www.yso.fi/onto/yso/p9819	rituálamusihkka	rituaalimusiikki	ritualmusik	ritual music	
http://www.yso.fi/onto/yso/p1251	rituálat	rituaalit	ritualer	rituals	
http://www.yso.fi/onto/yso/p7689	RNA	RNA	RNA	RNA	
http://www.yso.fi/onto/yso/p38816	RNA-interfereansa	RNA-interferenssi	RNA-interferens	RNA interference	
http://www.yso.fi/onto/yso/p39061	RNA-virusat	RNA-virukset	RNA-virus	RNA-viruses	
http://www.yso.fi/onto/yso/p10853	roahkit	ruokit	alkor	Alcidae	
http://www.yso.fi/onto/yso/p10737	roahkkatvuohta	rohkeus	mod	courage	
http://www.yso.fi/onto/yso/p26264	roahkkeruossa	hakaristi	hakkors	swastika	
http://www.yso.fi/onto/yso/p14681	roahkkesáhkkit	vesikirput	vattenloppor	Cladocera	
http://www.yso.fi/onto/yso/p29474	roahkki	ruokki (laji)	tordmule	razorbill	
http://www.yso.fi/onto/yso/p25843	roahttu	rotta (laji)	brunråtta	Rattus norvegicus	
http://www.yso.fi/onto/yso/p7537	roahtut (bearaš)	rotat (suku)	råttor	Rattus	
http://www.yso.fi/onto/yso/p14793	roamšejieret	karviainen	krusbär	gooseberry	
http://www.yso.fi/onto/yso/p28238	roavgogonagas	harjalintu	härfågel	hoopoe	
http://www.yso.fi/onto/yso/p23743	robinsonadat	robinsonadit	robinsonader	Robinsonades	
http://www.yso.fi/onto/yso/p2619	robohtat	robotit	robotar	robots	
http://www.yso.fi/onto/yso/p2615	robotihkka	robotiikka	robotteknik	robotics	
http://www.yso.fi/onto/yso/p1882	rock	rock	rock (musik)	rock music	
http://www.yso.fi/onto/yso/p17581	rockabilly	rockabilly	rockabilly	rockabilly music	
http://www.yso.fi/onto/yso/p5106	rockfestiválat	rockfestivaalit	rockfestivaler	rock music festivals	
http://www.yso.fi/onto/yso/p12061	rocklyrihkka	rocklyriikka	rocklyrik	rock lyrics	
http://www.yso.fi/onto/yso/p29811	rocksteady	rock steady	rocksteady	rocksteady	
http://www.yso.fi/onto/yso/p7631	rococo	rokokoo	rokoko	rococo	
http://www.yso.fi/onto/yso/p15377	rodeo	rodeo	rodeo	rodeo	
http://www.yso.fi/onto/yso/p18783	rođut	lehdot	lundar	groves	
http://www.yso.fi/onto/yso/p14173	roggamat	kaivaukset	utgrävningar	excavations	
http://www.yso.fi/onto/yso/p19529	rohka	ruis	råg	rye	
http://www.yso.fi/onto/yso/p3551	rohkadallan	rukoileminen	bedjande	praying	
http://www.yso.fi/onto/yso/p16625	rohkaláibi	ruisleipä	rågbröd	rye bread	
http://www.yso.fi/onto/yso/p13597	rohkarássi	ruiskaunokki	blåklint	cornflower	
http://www.yso.fi/onto/yso/p1522	rohkosat	rukoukset	böner	prayers	
http://www.yso.fi/onto/yso/p1890	rohkosbeaivvit	rukouspäivät	böndagar	intercession days	
http://www.yso.fi/onto/yso/p39475	rohkosbottut	rukoushetket	bönestunder	prayer moments	
http://www.yso.fi/onto/yso/p21730	rohkosgirjjit	rukouskirjat	bönböcker	prayer books	
http://www.yso.fi/onto/yso/p15990	rohkosviesut	rukoushuoneet	bönehus	prayerhouses	
http://www.yso.fi/onto/yso/p20222	rohpat	ruhot	djurkroppar	animal bodies	
http://www.yso.fi/onto/yso/p38655	rohtogaccet	viitatiainen	entita	marsh tit	
http://www.yso.fi/onto/yso/p26221	rohtorat	roottorit	rotorer	rotors	
http://www.yso.fi/onto/yso/p14951	rohttudávda	rutto	pest	plague	
http://www.yso.fi/onto/yso/p24548	rokkit	kuopat	gropar	holes (landforms)	
http://www.yso.fi/onto/yso/p15980	Rokua álbmotmeahcci	Rokuan kansallispuisto	Rokua nationalpark	Rokua National Park	
http://www.yso.fi/onto/yso/p24141	rollabiktasat	rooliasut	rolldräkter	costumes	
http://www.yso.fi/onto/yso/p2482	rollamállet	roolimallit	rollmodeller	role models	
http://www.yso.fi/onto/yso/p4295	rollaspealut	roolipelit	rollspel	role-playing games	
http://www.yso.fi/onto/yso/p7102	rollastohkosat	roolileikit	rollekar	role playing	
http://www.yso.fi/onto/yso/p14418	rollat	roolit	roller	roles (expected behaviour)	
http://www.yso.fi/onto/yso/p27323	roller derby	roller derby	roller derby	roller derby	
http://www.yso.fi/onto/yso/p4831	romálaš ruovdeáigi	roomalainen rautakausi	romersk järnålder	Roman Iron Age	
http://www.yso.fi/onto/yso/p7191	romálaš vuoigatvuohta	roomalainen oikeus	romersk rätt	roman law	
http://www.yso.fi/onto/yso/p15408	romálaškatolalaš girku	roomalaiskatolinen kirkko	romersk-katolska kyrkan	Roman Catholic Church	
http://www.yso.fi/onto/yso/p25440	románakultuvra	romanikulttuuri	romsk kultur	Roma culture	
http://www.yso.fi/onto/yso/p2888	románalaš gielat	romaaniset kielet	romanska språk	Romance languages	
http://www.yso.fi/onto/yso/p420	románalaš stiila	romaaninen tyyli	romansk stil	Romanesque style	
http://www.yso.fi/onto/yso/p19958	romanamusihkka (ájanasmusihkka)	romanimusiikki (viihdemusiikki)	romsk musik (underhållningsmusik)	Romani music (popular music)	
http://www.yso.fi/onto/yso/p3230	romanat	romanit	romer	Romanies	
http://www.yso.fi/onto/yso/p1896	románat	romaanit	romaner	novels	
http://www.yso.fi/onto/yso/p28796	romániagielat girjjálašvuohta	romaniankielinen kirjallisuus	litteratur på rumänska	Romanian language literature	
http://www.yso.fi/onto/yso/p18377	romániagiella	romanian kieli	rumänska	Romanian language	
http://www.yso.fi/onto/yso/p670	románialaččat	romanialaiset	rumäner	Romanians	
http://www.yso.fi/onto/yso/p12824	romantihkka	romantiikka	romantiken	romanticism	
http://www.yso.fi/onto/yso/p13352	románttalaš komediijat	romanttiset komediat	romantiska komedier	romantic comedies	
http://www.yso.fi/onto/yso/p12821	romma	rommi	rom (alkoholdrycker)	rum	
http://www.yso.fi/onto/yso/p25734	romssaboska	persianjättiputki	tromsöloka	Persian hogweed	
http://www.yso.fi/onto/yso/p12080	röntgenteknihkka	röntgentekniikka	röntgenteknik	x-ray technology	
http://www.yso.fi/onto/yso/p11746	Roots'n River Blues	Roots'n River Blues	Roots'n River Blues	Roots'n River Blues	
http://www.yso.fi/onto/yso/p18119	ropmodat	rumuus	fulhet	ugliness	
http://www.yso.fi/onto/yso/p21549	rotavirus	rotavirus	rotavirus	rotavirus	
http://www.yso.fi/onto/yso/p27201	rottet	rottinki	rotting	rattan	
http://www.yso.fi/onto/yso/p18623	rottweiler	rottweiler	rottweiler	Rottweiler	
http://www.yso.fi/onto/yso/p21109	RS-virus	RS-virus	RS-virus	respiratory syncytial virus	
http://www.yso.fi/onto/yso/p15549	rubel	rupla	rubel	ruble	
http://www.yso.fi/onto/yso/p38859	rubidium	rubidium	rubidium	rubidium	
http://www.yso.fi/onto/yso/p26133	rubiidna	rubiini	rubin	ruby	
http://www.yso.fi/onto/yso/p16176	ruččut	rotkot	raviner	gorges	
http://www.yso.fi/onto/yso/p4157	rugby	rugby	rugby	rugby	
http://www.yso.fi/onto/yso/p19046	ruhkut	ruukut	krukor	pots (dishes)	
http://www.yso.fi/onto/yso/p3574	ruhta	raha	pengar	money (means of payment)	
http://www.yso.fi/onto/yso/p620	ruhtaárvu	rahanarvo	penningvärde	value of money	
http://www.yso.fi/onto/yso/p39788	ruhtabájit	rahapajat	myntverk	mints (facilities)	
http://www.yso.fi/onto/yso/p11164	ruhtabassan	rahanpesu	penningtvätt	money laundering	
http://www.yso.fi/onto/yso/p14872	ruhtačoaggin	rahankeräys	penninginsamling	collection of money	
http://www.yso.fi/onto/yso/p27476	ruhtačoaggit	rahastajat	inkasserare	fare collectors	
http://www.yso.fi/onto/yso/p24939	ruhtadáidda	rahataide	myntkonst	money design	
http://www.yso.fi/onto/yso/p22661	ruhtadandárkkisteapmi	rahoitustarkastus	finansinspektion	financial supervision	
http://www.yso.fi/onto/yso/p16224	ruhtadanlágádusat	rahoituslaitokset	finansinstitut	financial institutions	
http://www.yso.fi/onto/yso/p7536	ruhtadanmárkanat	rahoitusmarkkinat	finansmarknaden	financial markets	
http://www.yso.fi/onto/yso/p23204	ruhtadansuorgi	rahoitusala	finansbranschen	financial sector	
http://www.yso.fi/onto/yso/p21174	ruhtadeaddjit	rahoittajat	finansiärer	financiers	
http://www.yso.fi/onto/yso/p1406	ruhtadeapmi	rahoitus	finansiering	finance	
http://www.yso.fi/onto/yso/p12956	ruhtadoaibma	rahatoimi	penningväsen	financial management sector	
http://www.yso.fi/onto/yso/p19114	ruhtadoallodárkkisteaddjit	tilintarkastajat	revisorer	auditors (accountants)	
http://www.yso.fi/onto/yso/p2690	ruhtadoallodárkkisteapmi	tilintarkastus	revision	audit of the accounts	
http://www.yso.fi/onto/yso/p10055	ruhtadoalloláhka	kirjanpitolaki	bokföringslag	Accounting Act	
http://www.yso.fi/onto/yso/p17047	ruhtadoallorihkkosat	kirjanpitorikokset	bokföringsbrott	accounting frauds	
http://www.yso.fi/onto/yso/p11095	ruhtageavahančilgehusat	tilitykset	avräkningar	rendering of accounts	
http://www.yso.fi/onto/yso/p11710	ruhtageavaheapmi	rahankäyttö	penninghantering	use of money	
http://www.yso.fi/onto/yso/p551	ruhtalágádusat	rahalaitokset	penninginrättningar	monetary institutions	
http://www.yso.fi/onto/yso/p6215	ruhtamárkanat	rahamarkkinat	penningmarknaden	money market	
http://www.yso.fi/onto/yso/p26779	ruhtaministarat	valtiovarainministerit	finansministrar	ministers of finance	
http://www.yso.fi/onto/yso/p9949	ruhtapolitihkka	rahapolitiikka	penningpolitik	monetary policy	
http://www.yso.fi/onto/yso/p3446	ruhtaspealut	rahapelit	penningspel	gambling games	
http://www.yso.fi/onto/yso/p16292	ruhtateoriija	rahateoria	penningteori	monetary theory	
http://www.yso.fi/onto/yso/p7278	ruhtavuogádagat	rahajärjestelmät	myntsystem	monetary systems	
http://www.yso.fi/onto/yso/p14960	ruhttejeaddjit	nuohoojat	sotare	chimney sweeps	
http://www.yso.fi/onto/yso/p9579	ruhtten	nuohous	sotning	chimney sweeping	
http://www.yso.fi/onto/yso/p19572	ruitotrumbbut	patarummut	pukor	timpani	
http://www.yso.fi/onto/yso/p13299	rukkut	laiturit	bryggor	piers	
http://www.yso.fi/onto/yso/p13059	ruksesboahkku	vihurirokko	röda hund	rubella	
http://www.yso.fi/onto/yso/p29588	ruksesfiehta	punasotka	brunand	common pochard	
http://www.yso.fi/onto/yso/p7447	ruksesgálla	punakaali	rödkål	red cabbage	
http://www.yso.fi/onto/yso/p20182	ruksesgoddi	saksanhirvi	kronhjort	red deer	
http://www.yso.fi/onto/yso/p16843	ruksesjieret	punaherukka	röda vinbär	red currant	
http://www.yso.fi/onto/yso/p9295	ruksesluovvar	puna-apila	rödklöver	red clover	
http://www.yso.fi/onto/yso/p38296	ruksesraddi	punarinta	rödhake	European robin	
http://www.yso.fi/onto/yso/p11160	ruksesruohtas	punajuuri	rödbeta	beetroot	
http://www.yso.fi/onto/yso/p19311	ruksesruoivil	punatulkku	domherre	northern bullfinch	
http://www.yso.fi/onto/yso/p242	ruksesseallat	punasolut	röda blodkroppar	red blood cells	
http://www.yso.fi/onto/yso/p38059	ruksessoadjá	punakylkirastas	rödvingetrast	redwing	
http://www.yso.fi/onto/yso/p38575	ruksesviidni	punaviini	rödvin	red wine	
http://www.yso.fi/onto/yso/p538	rukta	ruuti	krut	gunpowder	
http://www.yso.fi/onto/yso/p17684	ruleahtta	ruletti	roulett	roulette	
http://www.yso.fi/onto/yso/p19631	rullačuoigan	rullahiihto	rullskidåkning	roller skiing	
http://www.yso.fi/onto/yso/p4005	rumaš	ruumis	kroppen	body	
http://www.yso.fi/onto/yso/p6836	rumašgiella	ruumiinkieli	kroppsspråk	body language	
http://www.yso.fi/onto/yso/p11195	rumašguoddu	ryhti	hållning	posture	
http://www.yso.fi/onto/yso/p5862	rumašlaš bargu	ruumiillinen työ	kroppsarbete	manual work	
http://www.yso.fi/onto/yso/p4006	rumašlašvuohta	ruumiillisuus	kroppslighet	bodiliness	
http://www.yso.fi/onto/yso/p2413	rumašliekkasvuohta	ruumiinlämpö	kroppstemperatur	body temperature	
http://www.yso.fi/onto/yso/p109	rumašoasit	ruumiinosat	kroppsdelar	parts of the body	
http://www.yso.fi/onto/yso/p3963	rumašrahpan	ruumiinavaus	obduktion	autopsy	
http://www.yso.fi/onto/yso/p209	rumba (dánssat)	rumba (tanssit)	rumba (danser)	rumba (dances)	
http://www.yso.fi/onto/yso/p179	rumbat (komposišuvnnat)	rumbat (sävellykset)	rumbor (kompositioner)	rumbas (compositions)	
http://www.yso.fi/onto/yso/p19062	rumbbut	rummut	trummor	drums	
http://www.yso.fi/onto/yso/p6218	runasárgun	riimukirjoitus	runinskrift	runic writing	
http://www.yso.fi/onto/yso/p29406	runologiija	runologia	runologi	runology	
http://www.yso.fi/onto/yso/p12451	Runonlaulajan pirtti	Runonlaulajan pirtti	Runonlaulajan pirtti	Bard's House	
http://www.yso.fi/onto/yso/p1718	ruodja	melu	buller	noise	
http://www.yso.fi/onto/yso/p5067	ruohtasšattut	juurekset	rotfrukter	root crops	
http://www.yso.fi/onto/yso/p17184	ruohttasat	juuret	rötter	roots (parts of plants)	
http://www.yso.fi/onto/yso/p825	ruoidnadeapmi	laihdutus	bantning	weight loss	
http://www.yso.fi/onto/yso/p17672	ruoigu	metsäkauris	rådjur	roe deer	
http://www.yso.fi/onto/yso/p24991	ruoinnasvuohta	laihuus	magerhet	leanness	
http://www.yso.fi/onto/yso/p10690	ruoivvis	hamppu	hampa	hemp	
http://www.yso.fi/onto/yso/p25898	ruoksadat	punaiset (Suomen sisällissota)	röda (finska inbördeskriget)	Reds (Finnish civil war)	
http://www.yso.fi/onto/yso/p24828	ruoksat	punainen (väri)	rött	red (color)	
http://www.yso.fi/onto/yso/p7085	ruoktobálvalusat	kotipalvelut	hemservice	home help services	
http://www.yso.fi/onto/yso/p3928	ruoktobarggut	kotitehtävät	hemuppgifter	homework	
http://www.yso.fi/onto/yso/p16266	ruoktodáhkádus	kotivakuutus	hemförsäkring	home insurance	
http://www.yso.fi/onto/yso/p2301	ruoktodikšundoarjja	kotihoidon tuki	hemvårdsstöd	child home care allowance	
http://www.yso.fi/onto/yso/p7078	ruoktogalledeamit	kotikäynnit	hembesök	house calls	
http://www.yso.fi/onto/yso/p11345	ruoktomuseat	kotimuseot	hemmuseer	home museums	
http://www.yso.fi/onto/yso/p16522	ruoktoráfi	kotirauha	hemfrid	domestic peace	
http://www.yso.fi/onto/yso/p30150	ruoktotmáhccan	kotiinpaluu	hemkomst	homecoming	
http://www.yso.fi/onto/yso/p5473	ruoktu	koti	hem (boende)	home	
http://www.yso.fi/onto/yso/p27591	ruomit	ruumat	lastrum	cargo holds	
http://www.yso.fi/onto/yso/p25931	ruoná	vihreä	grönt	green	
http://www.yso.fi/onto/yso/p27123	ruoná ekonomiija	vihreä talous	grön ekonomi	green economy	
http://www.yso.fi/onto/yso/p28217	ruoná infrastruktuvra	vihreä infrastruktuuri	grön infrastruktur	green infrastructure	
http://www.yso.fi/onto/yso/p12401	ruoná kemiija	vihreä kemia	grön kemi	green chemistry	
http://www.yso.fi/onto/yso/p3331	ruoná lihkadus	vihreä liike	gröna rörelsen	green movement	
http://www.yso.fi/onto/yso/p39666	ruoná sirdáseapmi	vihreä siirtymä	grön omställning	green transition	
http://www.yso.fi/onto/yso/p10016	ruonáeatnanlaččat	grönlantilaiset	grönlänningar	Greenlanders	
http://www.yso.fi/onto/yso/p24044	ruonágeađgi	vihreäkivi	grönsten	greenstone	
http://www.yso.fi/onto/yso/p26125	ruonasšattut	viherkasvit	grönväxter	foliage plants (house plants)	
http://www.yso.fi/onto/yso/p14162	ruonát	vihreät	gröna	Green parties	
http://www.yso.fi/onto/yso/p15428	ruossaduoršu	ristisorsa	gravand	common shelduck	
http://www.yso.fi/onto/yso/p11619	ruoššagielagat	venäjänkieliset	ryskspråkiga	Russian speakers	
http://www.yso.fi/onto/yso/p16335	ruoššagielat girjjálašvuohta	venäjänkielinen kirjallisuus	litteratur på ryska	Russian language literature	
http://www.yso.fi/onto/yso/p7643	ruoššagiella	venäjän kieli	ryska	Russian language	
http://www.yso.fi/onto/yso/p1819	ruoššaiduhttinpolitihkka	venäläistämispolitiikka	förryskningspolitik	Russification policy	
http://www.yso.fi/onto/yso/p20943	ruoššalaš formalisma	venäläinen formalismi	rysk formalism	Russian formalism	
http://www.yso.fi/onto/yso/p25199	ruoššalaš ruleahtta	venäläinen ruletti	rysk roulette	Russian roulette	
http://www.yso.fi/onto/yso/p2187	ruossalasvuođat	ristiriidat	motsättningar	contradictions	
http://www.yso.fi/onto/yso/p7099	ruossamátkkit	ristiretket	korståg	crusades	
http://www.yso.fi/onto/yso/p21858	ruossanjivllut	ristilimaska	korsandmat	Lemna trisulca	
http://www.yso.fi/onto/yso/p12501	ruoššanjoammil	rusakko	fälthare	European hare	
http://www.yso.fi/onto/yso/p9897	ruossasánit	sanaristikot	korsord	crossword puzzles	
http://www.yso.fi/onto/yso/p14128	ruossat	ristit	kors	crosses	
http://www.yso.fi/onto/yso/p1208	ruoššat	venäläiset	ryssar	Russians	
http://www.yso.fi/onto/yso/p8737	ruosta	ruoste	rost (materia)	rust	
http://www.yso.fi/onto/yso/p15964	ruostameahttun stálli	ruostumaton teräs	rostfritt stål	stainless steel	
http://www.yso.fi/onto/yso/p1240	ruotnasat	vihannekset	grönsaker	vegetables	
http://www.yso.fi/onto/yso/p15359	Ruoŧa válddi áigi	Ruotsin vallan aika	svenska tiden	period of Swedish rule in Finland	
http://www.yso.fi/onto/yso/p11735	ruoŧagielagat	ruotsinkieliset	svenskspråkiga	Swedish speakers	
http://www.yso.fi/onto/yso/p17618	ruoŧagielat girjjálašvuohta	ruotsinkielinen kirjallisuus	litteratur på svenska	Swedish language literature	
http://www.yso.fi/onto/yso/p12469	ruoŧagiella	ruotsin kieli	svenska	Swedish language	
http://www.yso.fi/onto/yso/p26851	ruoŧasámebeana	ruotsinlapinkoira	svensk lapphund	Swedish Lapphund	
http://www.yso.fi/onto/yso/p13778	ruoŧasuopmelaččat	ruotsinsuomalaiset	sverigefinländare	Sweden Finns	
http://www.yso.fi/onto/yso/p21562	ruoŧasuopmelaš girjjálašvuohta	ruotsinsuomalainen kirjallisuus	sverigefinsk litteratur	Sweden-Finnish literature	
http://www.yso.fi/onto/yso/p15594	ruoŧŧelaččat	ruotsalaiset	svenskar	Swedes	
http://www.yso.fi/onto/yso/p3350	ruoŧŧelašvuohta	ruotsalaisuus	svenskhet	Swedish identity	
http://www.yso.fi/onto/yso/p29409	ruovddagas	palokärki	spillkråka	black woodpecker	
http://www.yso.fi/onto/yso/p2558	ruovdeáigi	rautakausi	järnåldern	Iron Age	
http://www.yso.fi/onto/yso/p38154	ruovdecizáš (šládja)	rautiainen (laji)	järnsparv (art)	dunnock	
http://www.yso.fi/onto/yso/p19937	ruovdecizážat	rautiaiset (heimo)	järnsparvar (familj)	Prunellidae	
http://www.yso.fi/onto/yso/p14199	ruovdegávppit	rautakaupat	järnhandlar	hardware stores	
http://www.yso.fi/onto/yso/p15325	ruovdegeaidnojohtolat	rautatieliikenne	järnvägstrafik	railway traffic	
http://www.yso.fi/onto/yso/p16083	ruovdegeaidnostašuvnnat	rautatieasemat	järnvägsstationer	railway stations	
http://www.yso.fi/onto/yso/p17061	ruovdegeainnut	rautatiet	järnvägar	railways	
http://www.yso.fi/onto/yso/p21713	ruovdegulmmet	kolmipiikki	storspigg	threespine stickleback	
http://www.yso.fi/onto/yso/p18241	ruovdeindustriija	rautateollisuus	järnindustri	iron industry	
http://www.yso.fi/onto/yso/p12443	ruovdemálmmat	rautamalmit	järnmalmer	iron ores	
http://www.yso.fi/onto/yso/p7510	ruovderuvkket	rautaruukit	järnbruk	ironworks	
http://www.yso.fi/onto/yso/p11738	ruovdi	rauta	järn	iron	
http://www.yso.fi/onto/yso/p20380	ruovttoluottabearran	takaisinperintä	återkrav	claim for recovery	
http://www.yso.fi/onto/yso/p2848	ruovttu ekonomiijadieđa	kodin taloustiede	hushållsekonomi	household economy	
http://www.yso.fi/onto/yso/p38591	ruovttu ja skuvlla ovttasbargu	kodin ja koulun yhteistyö	samarbete mellan hem och skola	home-school collaboration	
http://www.yso.fi/onto/yso/p13581	ruovttubáiki	kotipaikka	hemort	domicile	
http://www.yso.fi/onto/yso/p7418	ruovttubargu	kotityö	hemarbete	household work	
http://www.yso.fi/onto/yso/p2261	ruovttubiras	kotiympäristö	hemmiljö	domestic environment	
http://www.yso.fi/onto/yso/p5577	ruovttudárbu	kotitarve	husbehov	domestic use	
http://www.yso.fi/onto/yso/p5513	ruovttudikšu	kotihoito	hemvård	home care	
http://www.yso.fi/onto/yso/p7421	ruovttudikšun	kodinhoito	skötsel av hemmet	housekeeping	
http://www.yso.fi/onto/yso/p11497	ruovttudivššárat	kodinhoitajat	hemvårdare	domestic aids	
http://www.yso.fi/onto/yso/p8562	ruovttudoalut	kotitaloudet	hushåll	households (organisations)	
http://www.yso.fi/onto/yso/p2564	ruovttueanan	kotimaa	hemland	native countries	
http://www.yso.fi/onto/yso/p9755	ruovttuguovlobargu	kotiseututyö	hembygdsarbete	preservation of local heritage	
http://www.yso.fi/onto/yso/p9698	ruovttuguovlogovvideamit	kotiseutukuvaukset	hembygdsskildringar	portrayals of local geography and history	
http://www.yso.fi/onto/yso/p17199	ruovttuguovlovuoigatvuohta	kotiseutuoikeus	hembygdsrätt	right of domicile in Åland	
http://www.yso.fi/onto/yso/p6187	ruovttuguovlu	kotiseutu	hembygd	home district	
http://www.yso.fi/onto/yso/p997	ruovttuindustriija	kotiteollisuus	hemslöjd	domestic industry	
http://www.yso.fi/onto/yso/p21627	ruovttus orrun	kotona asuminen	hemmaboende	living at home	
http://www.yso.fi/onto/yso/p6348	ruovttuteknihkka	kodintekniikka	hemteknik	domestic technology (devices)	
http://www.yso.fi/onto/yso/p1115	ruovttutekstiillat	kodintekstiilit	hemtextilier	household textiles	
http://www.yso.fi/onto/yso/p11498	ruovttuveahkit	kotiavustajat	hemhjälpare	domestic helpers	
http://www.yso.fi/onto/yso/p11496	ruovttuveahkki	kodinhoitoapu	hemvårdshjälp	domestic aid	
http://www.yso.fi/onto/yso/p16286	ruskabáikkit	kaatopaikat	avstjälpningsplatser	landfills	
http://www.yso.fi/onto/yso/p16665	ruskaboasta	roskaposti	skräppost	spam mail	
http://www.yso.fi/onto/yso/p24551	ruskalihtit	roska-astiat	papperskorgar	waste bins	
http://www.yso.fi/onto/yso/p25726	ruškat	ruskea	brunt	brown	
http://www.yso.fi/onto/yso/p38639	ruškes buoidi	ruskea rasva	brun fettvävnad	brown adipose tissue	
http://www.yso.fi/onto/yso/p29472	ruškesjeaggefálli	ruskosuohaukka	brun kärrhök	Western Marsh Harrier	
http://www.yso.fi/onto/yso/p1425	ruški	ruska	höstfärger	autumn tints	
http://www.yso.fi/onto/yso/p21618	rušpeširrá	porkkanakemppi	morotbladloppa	Trioza apicalis	
http://www.yso.fi/onto/yso/p5066	rušpi	porkkana	morot	carrot	
http://www.yso.fi/onto/yso/p20386	Russian Seasons	Russian Seasons	Russian Seasons	Russian Seasons	
http://www.yso.fi/onto/yso/p28163	russiinávlen	ristiinnaulitseminen	korsfästelse	crucifixion	
http://www.yso.fi/onto/yso/p2442	rusttegat	laitteet	apparater	devices	
http://www.yso.fi/onto/yso/p24554	rutiinnat	rutiinit	rutiner	routines	
