intiimipyyhe	intiimabasaldat	intimserviett		intiimasihkaldat				
intoleranssi	intoleránsa	intolerans		eahpeudnu, udnotmeahttunvuohta				intolerantia
introvertti	introvearta	introvert		skuŋka, skuŋkaluvvan olmmoš				
invalidivähennys	invalidageahpádus							
irtisanominen	luovuscealkin			eretcealkin				
isoaivot	stuorravuoigŋašat							cerebrum
isolaatio	isolašuvdna			sirren, sierranahttin				isolatio
iso häpyhuuli	stuorra cinnábavssa			stuorra vaginabavssa				labium majus pudendi
iso pakaralihas	čoarbbealdeahkki							musculus gluteus major
iso rintalihas	raddedeahkki							musculus pectorialis major
isovarvas	juolgebealgi							
istuinluu	čohkkándákti							os ischii
istukka	vuossamátta							placenta
isyys	áhččivuohta							
itkunherkkä	čirrolas							
itsehoito	iešdikšun							
itsemurha	iešsoardin			suisida				suicidium
itsesäätely	iešmudden							
itsetuhoinen	iešsoardálas							
itsetuntemus	iešdovdamuš							
itsetunto	iešdovdu							
itsetyydytys, masturbointi	masturberen	masturbering		iešduhtadeapmi				
itsevarmuus	iešsihkkarvuohta							
itämisaika, latenssiaika	ihtináigi	inkubasjonstid		lateansaáigi				
iäkäs	allaagát:g			vuoras				
jalankulkija	vázzi (olmmoš)							
jalan luut	juolgedávttit							ossa pedis
jalan yläosa	juolgemátta							
jalkapohja	juolgevuođđu							
jalkapohjaside	čeavžásuotna			čeavžesuotna				ligamentum plantare
jalkapöydänluut	njiehcahasdávttit							ossa metataarsi
jalkapöytä	njiehcahas			njiehcehas				metatarsus
jalkaraspi	juolgeráspa							
jalkasieni	juolgeguoppar	fotsopp						
jalkasyylä	juolgespártu	fotvort						
jalkaterä	juolgeláhpi							
jalkaterän yläpuoli	juolgerámas							
jalkojenväli	háhccegaska			háhcci, hárči				
jarru	goazan							
jodi	jodda	jod		jukta				jodum
johdonmukainen	jearggalaš							
johtava sosiaalityöntekijä	njunussosiálabargi			jođiheaddji sosiálabargi				
johtosääntö	jođihannjuolggadus			stivrennjuolggadus				
jouhi	juovka							
joule (J)	joule (J)			energiijaovttadat (1 J = 4,2 joule)				
joutua purruksi	gáskkahallat							
julkinen	almmolaš							
julkisyhteisö	almmussearvvus			almmossearvvuš				
jumppapallo	searastallanspábba			lášmmohallanspábba				
jumppasali	searastallansále							
jumppatunti	searastallandiibmu							
juokseva (rasvasta)	šolgi			golgi				
juomakelpoinen (vesi)	juhkangelbbolaš (čáhci)							
juomakelvoton	juhkangealbboheapmi							
juures	ruohtasšaddu							
jälkiruoka	bajálaš:-žž-,-čč-	O?		bajáluš:-žž-,-čč-				
jälkitarkastus	maŋŋedárkkisteapmi							
jälkitauti	maŋŋedávda							
jänisrutto	tularemia							
jänne	deahkkesuotna			suotna				tendo
jännekyhmy	jarri			stuotnajieska				ganglion
jännittynyt (ihmisestä)	gealdašuvvan 			jierástuvvan				
jännittävä	jierástuddi			gelddolaš				
jännittää	jierástuddat							
jännitys	jierástupmi			gealdagas				
jännityspäänsärky	stirddaoaivebávccas							
jännitystila	gealdagasdilli							
järkevä	jierbmái			jearggalaš				
järki	jierbmi			jearga				
järkytys	(garra) miellaguoskkahus 							
jäsen, raaja	lahttu			rumašlahttu, rumašoassi, gorutlahttu				
jätehuolto	bázahusfuolahus							
jätemaksu	bázahusdivat (N)			bázahusmáksu (S)				
jätevesiviemäri	bázahusčáhcebohcci			duolvačáhcebohcci				
jäykkä (esim. verisuonesta)	garas			stirdon				
jäykkäkouristus	doaŋgegeasáhat			tetanus				tetanus
jäähdytetty	čoaskuduvvon	avkjølt		čoskon				refrigeratus
kaaritiehyet	geavleoarit							ductus semicirculares
kaatumatauti	jámalganváddu	epilepsi		gahčahadávda, jámálgaddanvihki, 				epilepsia
kaatumatautinen	jámálgaddi							
kaihi	dieigi			smáiti				
kaihinen	dieiggas, -ig- #dieige-							
kainalo(kuoppa)	gieđavuolle							axilla
kaivata (kovasti)	áŋggašit			áŋggaštit				
kakkostyypin sokeritauti	guvtteštiippa diabetes							
kaksikielinen	guovttegielat			guovttegielalaš				
kaksikielisyys	guovttegielatvuohta			guovttegielalašvuohta				
kaksipäinen reisilihas	maŋábeale badjeváhkká							musculus biceps femoris
kaksisuuntainen mielialahäiriö	guovttehálttat miellaláhkehehttehus			lotnolas miellalágiseagasvuohta, bipolárahehttehus				
kaksoisehkäisy	duppaleastadeapmi							
kaksoiskantalihas	čuožžamasváhkká			váhkkádeahkki				musculus gastrocnemius
kalju	báljis	skallet						
kalkki	gálka							
kallo	oaiveskálžu			vuoiŋŋašgoahti				cranium
kalpeatauti	šovkesdávda	bleiksott						
kalsiuminestäjä	kalsiumcaggi	kalsiumantagonist						
kamferi	kámfer	kamfer		kámffar				camphora
kapseli	kapsel	kapsel						capsula
kalvaa (sairaudesta)	sohpat	tære, (gnage)		ástadit, sotnadit				
kalvo	cuozza							
kanalihalle mennä	assigoavdái šaddat							
kananlihalla olla	assigoavddis leat							
kannustaa	arvvosmahttit			arvvosnuhttit, movttiidahttit, oalgguhit				
kannustava	arvvosmahtti			arvvosnuhtti, movttiidahtti				
kannustavuus	arvvosmahttinguoddu			arvvosmahttinvuoigŋa, arvvosmahttojupmi				
kansalainen	álbmotlahttu			siviila, riikkalahttu, riikkavuloš (N)				
kansalaiskunto	servodatnávccat							
kansalaistoiminta	siviiladoaimmalašvuohta							
kansalaisuus	álbmotlahttovuohta			riikkalahttovuohta, riikkavulošvuohta				
kansalaisverkko	álbmotfierpmádat			siviilafierpmádat				
kansalliskieli	riikkagiella							
kansaneläke	álbmotealáhat			álbmotoadju,-j-				
kansaneläkelaitos	álbmotealáhatlágádus			(álbmot)oadjolágádus				
kansanterveys	álbmotdearvvasvuohta							
kansanterveyslaitos	álbmotdearvvasvuođalágádus							
kantaja-aine	njoammuávnnas???			árbeguoddi? dávdanjomohat?				
kantajänne	šušmesuotna							tendo achilles, tendo calcaneus
kantaluu	šušmi							calcaneus
kapillaari	kapillára			fiinnasuotna, kapillárasuotna				
kardiogrammi	kardiográmma			EKG-sodji, -sárggis				
kardiologi	kardiologa			váibmodávdadoavttir				
karies	karies			dáktesotnan, bátnevuolši				caries
karkottaa (esim. Maasta)	ádjit			jáget eret				
karsinogeeni	karsinogena			borasdagaheaddji				
karsinooma	karsinoma			borasdávda, sonahat				carcinoma
kartiolisäke	bealljemáttačorru							processus mastoideus
karva	guolga			guolgačalbmi				capillus
kassa-avustus	kássadoarjja							
kassakavallus	kássagávildeapmi			kássanjihtan				
kasteluhälytinhoito	cissaboktalandikšu							
kasvain	šattalmas	svulst		šattolmas				
kasvattilapsi	biebmománná							
kasvatus	bajásgeassin			čálggahus, šaddadeapmi				
kasvatusneuvola	bajásgeassinrávvehat			šaddadanrávvehat				
kasvava	šaddi			čálgi				
kasvikset	ruotnasat							
kasvismargariinni	šattusmargariidna			šattosmargariidna				
kasvisrasva	šattusvuodja			šattosvuodja				
kasvisrasvalevite	šattusvuodjavuoiddas			šattosvuoiddas				
kasvissteroli	šaddosterola			ruotnasiidsterola, ruonassterola				
kasvistanoli	šaddostanola							
kasviöljy, kasvisöljy	šaddoolju							
kasvot (pl.)	ámadadju	ansikt		ámadeadju				facies
kasvupyrähdys	šattiheapmi			šattasteapmi 				
katarri	katárra			šliiveoažževuolši, vuohččecuozzavuolši				catarrhus
kauhukohtaus	suorganandohppehallan							
kaulalaskimo	čeabetmorčesuotna							vena jugularis
kaulalihakset	gurtenjárra							
kaulanikamat (7 kpl)	čeabetdávttit							vertebrae cervicales
kaulantyvi	čeabetmátta							
kaupungistuminen	gávpotluvvan							
kaura	hávvar							
kauraryyni	lastarievdni			hávvarsurbmi, lastasurbmi				
kausinuha	áigodatnuorvu							
kefalosporiini	kefalosporiidna							
kehittyminen	ovdáneapmi			ahtanuššan, čálgan, čálgu				
kehittynyt (esim. ihmisestä)	ahtanuššan			čálggas, čálggat, čálgan, ovdánan				
kehittyä	ahtanuššat			ovdánit, šaddat, áhpáiduvvat				
kehittyä (fyysisesti)	čálgat			šaddat				
kehitys	ovdáneapmi			ahtanuššan, čálgu				
kehityshäiriö	čálgohehttehus			čálganhehttehus, -váddu				
kehitysvammainen	čálganváddosaš			čálgováttolaš 				
kehitysvammaliitto	čálgováddolihttu 							
kehräs	behkeš							malleolus
kehräs- ja värttinäluu	dieigu							
keitos	vuoššus	kokning						coctio
keittosuola	sáltečáhci							
keittosuolalius	sáltečáhceluvus							
KELA	ÁEL			ÁOL				
keliakia	keliakiija							
keltarauhanen	fiskesráksá							corpus luteum
keltatauti	fiskesdávda	gulsott, hepatitt		fiskesfeber				hepatitis
keripukki	skurbbet	skjørbuk		skurbbetdávda				scorbutus
kertakäyttöinen	oktiianolaš							
kertaus	geardduheapmi	gjentaing						
kertonikama	báhppa							axis
kesakkoinen, pisamainen	čáđbmái, čáđbmás			čáihmái, čáihnái				
keskenmeno	cuovkaneapmi							
keskisormi	gaskasuorbma							
keskittymiskyvyttömyys	spaktanhehttehus			áššáivuodjunnávccahisvuohta				
keskushermosto	guovddášnearvafierbmi							systema nervosum centrale
keskussairaala	guovddášbuohcceviessu							
kestolääke	depottableahtta	depottablett						
kestonitraatit	bistilisnitráhtat	langtidsnitrater						
kestävyysliikunta	sávrodatlihkadeapmi							
keuhko	geahpis, -hppa-:Ø	lunge						pulmo
keuhkoahtautuma	geahpesbaskundávda							
keuhkokuume	geahpesboalddáhat	lungebetennelse						
keuhkolaskimo	geahpesmorči 			geahpesmorčesuotna				vena pulmonalis
keuhkopussi	geahpesseahkka			geahpescuozza				cavum pleurae
keuhkopussintulehdus	geahp+B766escuozzasiedjun	pleuritt		pleurihtta				
keuhkoputkenpää	geahpesbohccegeahči							bronchius terminalis
keuhkoputki	geahpesbohcci							bronchus
keuhkorakkula	geahpesbullji							alveolus pulmonis
keuhkosyöpä	geahpesboras 							
keuhkot	geahppát							
keuhkotauti	geahpesdávda	lungesykdom		geahpesvihki				
keuhkotuberkuloosi	sovahatdávda	lungetuberkulose		teret				
keuhkovaltimo	geahpesváibmosuotna							arteria pulmonalis
kidutus	biinnideapmi							
kielenalussylkirauhanen	njuokčanvuloš čolgaráksá							glandula sublingualis
kielen tyvi	njuovččamátta							radix lingua
kielenvaihdos	gielamolsun							
kielikylpy	giellalávgu			giellalávgun				
kieliluu	njuovččadákti							os hyoides, os hyoideum
kieliperusta	giellavuođđu							
kielipesähanke	giellabeasseprošeakta			giellabeassefidnu				
kieliside, -jänne	njuovččabáddi			gielda				frenulum linguae
kielitaitovaatimus	giellamáhttogáibádus			gielladáidogáibádus				
kielitesti	giellateasta			giellaiskkus				
kielitutkinto	gielladutkkus							
kieltäytyä	biehttalit							
kierukka (ehkäisyssä)	spirála							
kihomato	čoallemáhtu	småmark		smávvamáhtu, sakŋemáhtu				
kihomato	sakŋemáhtu							
kihti, reumatismi	jiekta	gikt		jikta, luttohat, seargadávda, reumatisma				rheumatismus
kiihkeä	arat:h#-is			giivvis,-ivá-, fanatihkalaš				
kiihtynyt (adj.)	arat			arahis, áráskan				
kiihtynyt (s.)	arahat							
kiihtyä (ihmisestä)	áráskit			arahuvvat, moaráskit, ráttástuvvat, suhttat				
kiille	gearradas			bátnegarra				
kiinnelaastari	giddenplásttar 							
kiistää	šiitit							
kilpirauhanen	guoggomasráksá	skjoldbruskkjertel		galbaráksá				glandula thyreoidea
kilpirauhasen liikatoiminto	alla ávnnasmolsun	høy stoffskifte						thyreotoxicosos, hyperthyreosis
kilpirauhasen vajjatoiminto	vuollegis ávnnasmolsun	lav stoffskifte		hiđes ávnnasmolsun				hypothyreosis
kilpirusto	guoggomasnjuorggis			guoggunnjuorggis				cartilago thyreoidea
kimmoisa (esim. verisuonesta)	dávggas			sodjjil				
kimmoisuus (esim. verisuonista puhuttaessa)	dávggasvuohta			soddjilisvuohta				
kinetoosi	kinetosa			mátkeilláveadju				
kiniini	kiniidna	kinin		malariijadálkkas				chinimun
kipulääke	bávččasdálkkas							
kirjallinen (valitus, varoitus, todistus jne.)	čálalaš (váidda, fáruhus, duođaštus jna.)							
kirjata	čállit bajás			čállit girjái, girjet, girjehit				
kirjattu kirje	čálihuvvon breava			čálihuvvon reive				
kirurgia	kirurgiija			čuohpadandikšooahppa				
kirurginen hoito	kirurgalaš dikšu			čuohpadandikšu(n)				
kirvellä (silmistä)	sárjjastit							
kirvelytauti (silmissä)	sárjjas							
kitakaari	guopmedávgi							
kitakieleke, suulaki	guopmi							palatum
kitaluu	vuovzzadákti							os sphenoidae
kitarisa	guopmeráksá							tonsilla palatina
kitkerä	rihča	bitter						
kiusaaminen	givssideapmi							
kivekset	vuolleváimmut			bállut				
kivennäisaine	minerála							
kives	bállu			bálločalbmi				
kiveskarvoitus	bálloguolggat							
kivesnahka	bállonáhkki			bálloskuohput, bálloskuvdu				
kivespussi	bállobursa			vuolleváibmu, buđđá				scrotum
klamydia	klamydia							
klinikka	klinihkka			kliniika, oahpahusbuohcceviessu, buohcceviesu oahpahusossodat				
klitoris	klitoris			bunnu				clitoris
kodinhoitaja	ruovttudivššár							
koeaika	geahččalanáigi			iskkadanáigi				
koepala	iskkusbihttá							
koeputki	iskkusbohcci							
koeputkiraskaus	iskkusbohcceáhpehisvuohta							
kofeiini	kofeiidna							coffeinum
kohde	čuoza, -hc-:g			čuozádat, čuozus,-uhco-				
kohdeavustus	čuozáhatdoarjja			čuozadoarjja				
kohderyhmä	ulbmiljoavku			čuozajoavku, čuozáhatjoavku, čuozusjoavku				
kohdistua, vaikuttaa	čuohcat			čuohcit				
kohdunkaula	goaŧŧočotta	livmorhals		mánágoahtečotta				cervix uteri
kohdunkaulasyöpä	goaŧŧočottaboras 							
kohdunseinämä	goaŧŧoseaidni							
kohdunsuu	goaŧŧonjálbmi			mánágoahtenjálbmi				ostium uteri
kohonnut (esim. verenpaine)	lassánan (omd. varradeaddu)							
kohottaa (esim. kolesteroliarvoja)	bajidit (omd. kolesterolaárvvuid)							
kohottaa kuntoa	alšadit			áhpáiduhttit				
kohtaus	dohppehallan	anfall		vuohkku				
kohtauslääke	dohppehallandálkkas							
kohtu	goaŧŧu	livmor		mánágoahti, mánágoaŧŧu				uterus
kohtuuton (juominen)	mearehis (juhkan)			meareheapmi				
koivuallergikko	soahkeallergihkkár							
kokemus	hárjánupmi			vásáhus, vásihus				
kokemuslisä	ahkelassi							
kokolattiamatto	ollesláhtterátnu							
kokonaiskolesteroli	oppalaškolesterola							
kolesteroli	kolesterola					(kohonnut kolesteroli) badjánan kolesterola		
kolesteroliarvo	kolesterolaárvu							
kolesteroosi	kolesterosa			liigekolesteroladoallu				cholesterosis
kolesterolipitoisuus	kolesteroladoallu							
kollateraali	kollaterála			báldalas				
kolmipäinen olkalihas	oalgenorasdeahkki							musculus triceps brachii
kolottaa	vearkat			várkat				
kondylooma l. visvasyylä	kondyloma			siedjačivhli				
kontrolli	kontrolla			berráigeahčču, dárkkisteapmi				
kooma	komá			dieđuhisvuohta, meanahuvvan				
koostua	čohkiidit							
koostumus	čohkiideapmi			čohkiidus, čoahkku				
kopulaatio	kopulašuvdna	kopulasjon		anašeapmi, liikkástaddan				copulatio
kori	mársu			gore, kore 				
korkea verenpaine	alla varradeaddu	høy blodtrykk						hypertensio arterialis
korostaa	deattuhit			deattastit				
korrelaatio	korrelašuvdna			buohtalasvuohta, dávistangaskavuohta				
korva-aukko	bealljegoarvi							
korvakäytävä	bealjjeoarádat							meatus acusticus externus
korvalehti	bealljelasta							
korvanjuuri, korvallinen	bealljemátta							
korvannipukka, korvake	buoiddáš			bealljebuoidi, bealljegeahči				lobulus auriculae
korvasieni	bealljeguoppar							
korvasokkelo	sisbeallji							labyrinthus
korvasylkirauhanen	nierračolgaráksá							glandula parotis
korvasärky	(beallje)návhllahat	øresting						
korvasärky	bealljebávččas	øreverk		bealljevearka, -várka				
korvata	buhtadit			duddet, duddehit				
korvata (olla t. toimia toisen sijasta)	duddet							
korvatipat	bealljegoakkanasat	øredråper						otoguttae
korvatorvi	bealljebohcci							
korvatulehdus	bealljevuolši	ørebetennelse						
korvatulppa	bealljeculci							
korvaus	buhtadus			máksu				
korvaus	duddehus							
korvaushoito	duddendikšu							
korvausjärjestelmä	buhtadanvuogádat			buhtadanortnet				
korvausperiaate	buhtadanprinsihppa			buhtadanvuođđojurdda				
korvausperuste	máksinvuođđu			buhtadanvuođuštus				
korvausvelvollisuus	buhtadangeatnegasvuohta			duddengeatnegasvuohta				
korvavaha, vaikku	gáhčči			bealljegáhčči, bealljegássi				cerumen
korviahuumaava	abmejeaddji							
korvike	duddi			duddehus				
koskea	gustot (+ill.)			guoskat (+ill.)				
koskemattomuus	guoskameahttunvuohta			guoskkatmeahttunvuohta				
kosteusvoide	láktadanvuoiddas							
kosteuttava	láktadeaddji							
kotihoidontuki	ruoktodikšodoarjja			ruovttusdikšundoarjja				
kotikunta	ruovttugielda							
kotipalvelu	ruoktobálvalus			ruovttubálvalus				
kotisairaanhoito	ruoktobuohccedikšu			ruovttubuohccidikšun				
kotitalous	dállodoallu							
kotitalousvähennys	dállodoallogeahpádus							
koulukiusaaminen	skuvlagivssideapmi							
koulukuraattori	skuvlakuráhtor							
kouristuksen vastalääke	geasáhatluvvejeaddji	spasmeløsende						antispasmodicus
kouristus	geasáhat			krámpa 				
kouristuskohtaus	krámpadohppehallan			geasáhatvuohkku				
kovakalvo (silmän)	suotnacuozza							sclera
kova rasva	garra buoidi							
kova vatsa	obbon	treg mage		čidnon				
kriisi, taudin käänne	krisa			dávdajorggáldat				crisis
krooninen	bistevaš	kronisk		kronalaš				chronicus
ksylitoli	ksylitola			soahkesohkar				
kudos	gođus							
kudosliima	gođusliibmá							
kudosneste	gođusgolgi			gođusčáza, gođusčázus				
kuhmu	guvhli							
kuitu	fiiber 			sáras 				
kulkueste	johtineastta			johtinárru				
kulkutauti	golgodávda	omgangssyke						
kulkut+A927auti, epidemia	njoammodávda	epidemi		rohttu, rohttodávda				epidemia
kulmahammas	čalbmebátni			čiehkabátni				
kulmakarvat	gulbmeguolggat			čalbmeguolggat				supercilium
kultaisen iän kerho	golleagiriekkis							
kulttuuri-identiteetti	kulturidentitehta							
kulttuuriperinne	kulturárbevierru			kulturvierru				
kulttuuriperintö	kulturárbi							
kulukorvaus	gollobuhtadus							
kuluttaja	golaheaddji							
kuluttaja-asiamies	geavaheaddjiáššeolmmoš							
kuluttajavalituslautakunta	geavaheaddjiváidinlávdegoddi							
kuntainliitto	gielddaidlihttu			gieldalihttu				
kuntakonserni	gieldakonserna			gieldakonseardna				
kuntayhtymä	gieldaovttastupmi			gielddaidovttastupmi				
kunto	álššat (pl.)			áhpit (pl.)				
kuntoilla	searastallat 			álššastallat				
kuntoilu, kunto-	searastallan			álšahárjeheapmi				
kuntokampanja	álšakampánja							
kuntosali	álšasále							
kuntotesti	álšaiskkus,-sko-			álšateasta				
kuntouttava työtoiminta	veajuiduhtti bargodoaibma							
kuntoutua	áhpáiduvvat			veajuiduvvat				
kuntoutuja	veajuiduvvi			áhpáiduvvi				
kuntoutus	veajuiduhttin			áhpáiduhttin				
kuntoutusohjaus	veajuiduhttinbagadepmi			veajuiduhttinrávven				
kuoleentua, kuolettua	jápmasit							
kuolemaisillaan olla	jámestuvvat							
kuolemanpelko	jápminballu							
kuolemantauti	jápmindávda							
kuolinkamppailu	jápmindoarru			jápminhoakkat (pl.)				
kuolinsanoma	jápmasáhka							
kuolinvuode	jápminseaŋga							
kuolinvuosi	jápminjahki							
kuolio	jápmaoažži							
kuolleenasyntynyt (lapsi)	jápmamánná							
kuolleisuus	jámolašvuohta			jápminlohku, jápminvuohta				
kuolonkalpeus	jápmahápmi							
kuorikko (nenäontelossa)	njunneskoađđi	silbenet		skuoggir, skuoggun				os ethmoidum, labyrinthus ethmoidalis
kupari	veaiki							
kupeet	alimat							
kuppa	fránsos			ránsos, knáhppá, nába, náhppa				syphilis
kurinpito	goksi							
kurinpitoasiamies	goksenáššeolmmái							
kurinpitorangaistus	goksenráŋggáštus							
kurkku, nielu	njiellu			čotta				pharynx
kurkkukipu	čottabávččas							
kurkkumätä, difteria	difteriija							difteria
kurkkupaise	cottabuogu							
kurkkutulehdus	čottavuolši	halsbetennelse		čottakatárra				
kurkunkansi	guoggomaslohkki							epiglottis
kurkunpää	guoggomas			guoggun				larynx
kurkunpäätulehdus eli laryngiitti	guoggomasvuolši 			laryngihtta				larynghitis
kurkunpään lihakset	guoggomasdeahkit							
kurlausvesi	skoaržžuhančáhci	gurglevann						
kutistua	játnat							
kutsunnanalainen	gohččunvuloš							
kutsunnat	gohččumat							
kutsuntapaikka	gohččunbáiki							
kutsuntatilaisuu	gohččundilálašvuohta							
kutsuntaviranomainen	gohččuneiseváldi							
kutsuntavuosi	gohččunjahki							
kuukautiset	mánodávddat	menstruasjon		čuosdávda				
kuukautiskierto	mánodávdagierdu			mánodávdaáigodat				
kuukautissuoja	mánodávdasuodji							
kuulo	gullu	hørsel						
kuulohermo	gullunearva							nervus cochlea
kuulolaite	gulluaparáhtta	høreapparat		gullanaparáhtta				
kuulosuojain	bealljesuodji							
kuuloluut (vasara+jalustin+alasin)	gulludávttit (veahčir+geavja+stáđđi)							ossa auditus (malleus+stapes+incus)
kuulovamma	gulluváddu							
kuume	feber	feber		báhkkaliikkit				
kuumekouristus	feberkrámpa			báhkkageasáhat				
kuumottaa	báhkistit 							
kuuro	bealjeheapme							
kuurosokea	bealjehisčalmmeheapme			bealjehis ja čalmmehis olmmoš				
kuve, lanne	alin:m							
kylki	siidu			gilga, erttet				
kylkiluu	erttetdákti							os costale
kylkiluu lihoineen	sárdi			erttetsárdi				costa
kylläisyys	gallásvuohta							
kylpysuola	lávggodansálti	badeolje						
kynnärluu	sisgiehtadieigu			sisdieigu				ulna
kynsi	gazza	negl						unguis
kynsisieni	gazzaguoppar+B990							
kypärä	jealbma			oaivesuodji, suodjegahpir				
kysely	gulaskuddan			gažadeapmi				
kysta	kysta			skohpalas, gohpalas				cysta
kystografia	kystografiija			gužžaráhkugovven, gožžaráhkugovvideapmi				cystographia
kystoskopia	kystoskopiija			gužžaráhkuvárdáheapmi, gožžaráhkudutkan				cystoscopia
kyvyttömyys	návccahisvuohta			álššahisvuohta; impoteansa				
kyykäärme	mirkoguovdi							
kyynelkäytävä	njunneganjaloarri							ductus nasolacrimales
kyynelrauhanen	ganjalráksá							gladula lacrimalis
kyyneltiehyt	ganjaloarri							canaliculus lacrimalis
kyynärnivel	gargŋillađas			gaigŋirlađas				articulatio cubiti
kyynärpää	gaigŋir			gargŋil, gardnjil				
kyynärtaivekuoppa	giehtagávva							fossa cubiti, f. Cubitalis
kädenselkä	giehtarámas			giehtasealgi				
käenkaali eli ketunleipä	gieganjuovcca							
käheys	siđusvuohta	heshet		roakkasvuohta, seađasvuohta, geađasvuohta				
kähistä	saidnat							
kähähdys	sainnanas							
kämmen	goapmir	håndflate		giehtaloahpu, rápma, goapmirváimmus, čorbmaváimmus				
kämmenluu	vuorggu							metacarpus
kämmenpohja	čorbmaváimmus			goapmir				
känsä	gohpalas			skohpalas, skoavhli, (goike)skoavllahas				
käsikauppalääke	giehtagávpedálkkas?			iešdikšodálkkas, iešdikšundálkkas, reseptahis dálkkas				
käsivarren luut	giehtadieigu							
käsivarsi	dábba							
kätilö	čalbmeeadni			sealgeeatni				
käyrä	sodju							
käyttötalous	geavahanekonomiija			jođihanekonomiija, jorahanekonomiija				
käyttötarkoitus	geavahanulbmil			atnudárkkuhus				
käyttövarat	geavahanvárit			geavahanopmodat, geavahanruđat				
käytävä	manahat			váccahat		VH-IL		
käärmeenpurema, -pisto	gearpmaščuolastat	ormebitt						
laadittava	gárvvistanláhkai			ráhkadanláhkai, ráhkadahtti, gárvvistahtti				
laadukas	lágálaš			kvalitehtalaš				
laajakaista	govdalinnjá			beaktooalli, beaktolinnjá				
laajentuma	galljun			viidun				
laastari	plásttar	plaster		loasttar				
laatia	gárvvistit			ráhkadit				
laatu	láhki			kvaliteahtta, kvalitehta				
laatutavoite	kvalitehttamihttomearri							
labiaalinen	labiála			bavssa-				labialis
laboratorio	laboratoriija							
lahjakkuus 	fitmatvuohta+B1032			oahppavašvuohta				
laiha	guoirras			ruoinnas				
laihduttaa	guoiradit			ruoidnadit				
laihdutuskuuri	ruoidnadandikšu 			guoiradandikšu				
laihdutusohjelma	ruoidnadanprográmma			guoiradanprográmma				
laiminlyödä	suostat							
lainvalmistelu	láhkagárven			láhkaválmmaštallan				
lainvastainen	lágavuostásaš							
laitos	lágádus							
laitoshoito	lágádusdikšu							
lakikieleke, kitakieleke	spatni							uvula
laktoosi	laktosa			mielkesohkar				
laktoosi-intoleranssi	laktosaintoleránsa							
langettava päätös	dubmejeaddji mearrádus							
lanne	alin:m			alimat				
lanne, lonkka	spirralat	hofter						
lannenikamat (5 kpl)	alinčielgedávttit							vertebrae lumbales
lannoite	dukta							
lannoittaminen	dukten							
lanteet, lantio	alimat							
lantio	spirralat			alimat				
lantionpohjalihas	spiralvuođđodeahkki							
lanttu	náppoš			lánto				
lapa	čoamohas							
lapaluu	beađbi			beadbedákti				scapula
lapamato	guorká	bendelorm						taenia
lapataive	čoamohasgávva							
Lapin lääninhallitus	Lappi leanaráđđehus			Lappi leanahálddahus				
Lapin ympäristökeskus	Lappi birasguovddáš							
lapsenpäästäjä, kätilö	čalbmeáhkku							
lapsiasiamies	mánáidáittardeaddji			mánáidáššeolmmái (S)				
lapsikorotus	mánnábajádus			mánnábajideapmi				
lapsilisä	mánáidruhta							
lapsilisä	mánáidruhta							
lapsipoliittinen etuus	mánnápolitihkalaš ovdu							
lapsivesi	váhpi			čáhceváhpi				
laryngiitti eli kurkunpäätulehdus	laryngihtta 			guoggomasvuolši				
lasiainen	čalbmegáhkká	O						corpus vitreum
laskea (esim. veriarvoista)	njiedjat (omd. varraárvvuin)							
laskimo	morččis, -rcá-(:Ø)			morčesuotna				vena
laskutus	rehketčállin							
laskutuslisä	rehketčállinlassi							
lasta	stielku	spjelking		rávrraldat, rávrrahat, stielkan				
lastenihottuma	mánáideksema	barneeksema						
lastenneuvola	mánnárávvehat							
lastensuojelu	mánáidsuodjaleapmi							
lastenvalvoja	mánáidgohcci			mánáidbearráigeahčči				
lastoittaa	rávrat			stielkádit				
latentti	lateanta			čiegus				latens
laukaista (esim. Oireet)	bohciidahttit			báhcahit, iđihit				
lautailija	luovddástalli 							
lautailla	luovddástallat 							
lavantauti	tyfus							typh+I1082us
leimautua 	steampaluvvat			navddáhallat				
leimautuminen, leimautunut	steampaluvvan			navddáhallan				
leikkele	vajus			vajahat				
leikkiperinne	stoahkanárbi							
leivonnainen	láibbus							
leka	šleagga							
lemmikkieläin	jiellatealli							
lenkkeily	alšaviehkan			áhpásmanviehkan, -vázzin				
leposyke	muosseravkkas			muosseravkin				
leposyljeneritys	muossečolgavuohčun							
leppeä, leppoisa	loavdi#loavddes			siivui#siivvos				
lesbo	lesbo			nissonhomoseksuála				
lesbismi, lesbolaisuus	lesbisma			nissona homoseksualitehta				
lese	gordnegarra							
leskenlehti	heastagazzarássi							
leuanalus	gáibbevuolli							
leuanalussylkirauhanen	ollolvuloš čolgaráksá							glandula submandibularis
leukakulma	nierrabealis							
leukaluu	oalul							
leukaosa	ollolat							
leukemia	leukemiija			(vilges)varrasonahat, vilgesvarradávda				
leveä selkälihas	govda čielgedeahkki							musculus latissimus dorsi
levite	njuvddus 			njuvddáldat, njuvddanas				
levitä (kulkutaudista)	ahttat							
levä	deappu							
liemijuurespussi	liepmaruohtasšaddoseahkáš							
liesituuletin	uvdnaáibmonjomon			uvdnabiggoheaddji, -biekkaheaddji				
lieventävät tulehdusta	soažžudit vuolšši							
lievä (tässä: taudista)	láivi							
liha	biergu			oažži				
lihas	deahkki							
lihasjaoke	cuoppalatnja							
