lihaskudos (ilman ihoa)	njuoskaoažži							
lihassolu	deahkkesealla							
lihasväliseinä	njárčá							
lihavuus	buidodat	fedme		buoidivuohta				
liikahappoisuus	suvrareavgganas	dyspepsi						dyspepsia
liikahappoisuuslääke	hivgehuhttindálkkas	antirefluksmedisin						
liikalihavuus	liigebuoidivuohta			liigebuidodat				
liikapaino	liigedeaddu							
liikavarvas	garraliik	liktorn						
liikenne	johtalus, johtolat							
liikennejärjestely	johtaluslágideapmi							
liikenneruuhka	johtolatbahkkašupmi							
liikkumisvapaus	johtalanluomusvuohta							
liikkuvuus 	lihkadannákca							
liikunnanohjaaja	lihkadanbagadeaddji							
liikunta	lihkadeapmi							
liikuntakerho	lihkadanriekkis							
liikuntaneuvoja	lihkadanrávvejeaddji							
liikuntavammainen	lámis							
liimakorvatauti	liibmabealljedávda							
liite	čuovus			mielddus, mieldečuovus		Kolesteroli ei liukene vereen.		
liitelomake	čuovusskovvi			lavttaskovvi, lasseskovvi, mielddusskovvi				
liitos	lakta							
lima	šliivi	slim						mucilago
limakalvo	vuohččecuozza							mucosa
limaneritys	šliivevuohcun							
lipidi	lipida			vuodjaávnnas, buoideávnnas				
lisäkives	lassebállu							epididymis
lisämunuainen	moninbajošráksá	binyre		maninbajošráksá				glandula suprarenalis
lisäohjeistus	lassirávvagat							
lisäomavastuu	lasseiežasvástu							
lisävähennys	lassegeahpádus							
litistyä (sormesta, varpaasta jne.)	deađvašuvvat	klemmes		deđvot				
liueta	luvvat							
liukastuaine	jođádahttinávnnas	glidemiddel						
liukenematon	luvakeahtes	uoppløselig		suttakeahtes				insolutus
liukeneva	suddil	oppløselig		luvvil				solubilis
liuos	luvus, -vvo-	oppløsning		suttus				solutio
liuotin	luvvadas							
loinen	parasihtta			parasihta				
lomauttaa	luopmudit							
lomittaja	luopmosadjásaš							
lonkka, lantio	spirralat							
lonkkalaskimo	spiralomorčesuotna							vena iliaca
lonkkaluu	čoarvedákti							os coxae
lonkkamaljakko	čoarvedáktegohpi							acetabulum
lonkkanivel	čoarbbeallađas			čoarbbealnoraslađas				articulatio coxae
lonkkavaltimo	spiralváibmosuotna							arteria iliaca externa
loukata (fys.)	lábmet							
loukata (psyk.)	bávččagahttit			šluččuhit, "loavkidit"				
loukkaantua  (fys.	lápmašuvvat			lápmahuvvat, roasmme-, roasmmu- roasmmohuvvat				
loukkaantua (psyk.)	bávččagit			časkiluvvat, loavkašuvvat, nivssihit				
luinen (vähäytiminen luu)	dávttaskas							
lukihäiriö	lohkan- ja čállinváttu							
lumisokeus	suddon	snøblindhet						
luomuelintarvike	ekoborramušdárbbaš							
luomueläin	ekoealli							
luomutuote	ekobuvtta							
luonnonlääke	luonddudálkkas	naturlegemiddel						
luonnontuote	luonddubuvtta							
luontaiselinkeinonharjoittaja	luondduealáhusbargi			lotnolasfidnobargi, luođuealáhusdoaibmi				
luontaislääke	luođudálkkas			luondduviđádálkkas				
luontaislääkitys	luođudálkkodeapmi							
luontaistuote	luonddubuvtta							
luonteenpiirre	luondduiešvuohta							
luopumiseläke	luohpanealáhat							
luopumistuki	luohpandoarjja							
luottamuksellinen	luhtolaš							
luu	dákti	ben, knokkel						os, ossis
luuhohka	sieksa							spongiosa
luukappale (kämmenluun nivelessä)	vietna(n)suotnaboallu							
luukato, osteoporoosi	dáktesonahat 			osteoporosa				
luuranko	dákteriggi							
luusolu	dáktesealla							
luusärky	dáktesearggahat	knokkelgikt						
luuydin	ađa,-đđ-:m							
lyhytikäinen	agiheapmi							
lyijymyrkytys	ladjomirkkohus	blyforgiftelse						
lymfooma	lymfoma			lymfašattalmas				lymphona
lyönti/ sykähdys (sydän)	ravkkas							
lähestymiskielto	lahkonangielddus							
lähete	sáttareive 			sáddenbábir, sáttabábir				
lähihoitaja	lagašdikšu			lagašdivššár				
lähtökohta	vuolggasadji							
lämpömittari	liekkasmihttár 	termometer		termomehter				
lämpötila	temperatuvra	temperatur		liekkasvuođadilli				temperatura
läsnäolo-oikeus	mieldeorrunvuoigatvuohta							
lävistys	ráigan							
lääke	dálkkas	medikament, medisin, legemiddel						medicamen
lääkeaineoppi	farmakologiija	farmakologi		dálkkasávnnasdieđa				pharmacologia
lääkehiili	dálkkasčitna							
lääkehoito	dálkkasdikšu 			dálkkodeapmi				
lääkekirja	dálkkasgirji	farmakopé		farmakopeja				pharmacopoea
lääkemyrkytys	dálkkasmirkkohuvvan							
lääkerakeet	dálkkasčuorpmasat			dálkkassurbmit				
lääketieteellinen	dálkkasdieđalaš			dálkkodandieđalaš				
lääkinnällinen hoito	dálkkodeapmi	medisinsk behandlin		medisiinnalaš dikšu				
lääkintä	dálkkodeapmi							
lääkitys	dálkun	medisinering		dálkkasdikšu				
lääkitys, hoitokuuri	dálkkasteapmi	kur						
lääkitä	dálkkastit	lege (kurere medisinskt)						
lääkkeenottotekniikka	dálkkasváldinteknihkka							
lääkkeiden yliannostus	badjelmeare dálkkodeapmi	overdosering		badjelmeare attosteapmi, liigeattosteapmi				
lääkärintodistus	doaktárduođaštus			ateasta				
lääninsairaala	leanabuohcceviessu							
maahanmuuttaja	sisafárrejeaddji							
maakunta	eatnangoddi							
maakuntahallitus	eatnangottestivra			eatnangottehálddahus				
maakuntaliitto	eatnangottelihttu							
maaseutu	dálonguovlu			vuorjeássanguovlu, luođuidássanguovlu				
maatalouden harjoittaja	eanadoalli			eanandoalli, eanadoallofidnobargi, eanandoallofitnodatbargi				
Maatalousyrittäjien eläkelaitos	Eanafidnobargiid ealáhatlágádus			Eanadoalliid oadjolágádus, Eanandoalliid ealáhatlágádus				
maatilavakuutus	eanadállodáhkádus			eanandállodáhkádus				
maha	čoavji	magesekk, ventrikkel						stomachus, ventriculus
mahahaava	čoavjehávvi	magesår						ulcus ventriculi
mahahappo	čoavjesuvri	mavesaft						
mahakatarri	čoavjevuolši	magekatarr, gastritt		čoavjekatárra				gastritis
mahakipu	čoavjebávččas	magesmerte		čoavjebonjahat				
mahan pinta	čoavjeskidni							
mahansuu	čoavjenjálbmi							
maha-suolikanava	čoavje-čoalleoalli							
maissi	máisa							
maistraatti	magistráhta							
maitohappo	mielkesivra							
maitopohjainen	mielkevuđot							
maitorauhanen, nisä	čižži			čižžeráksá				glandula mammae
maitorauhanen	mielkeráksá							glandula lactifera
maitorupi	mielkeruobbi							
maitotiehyt	mielkesuotna			mielkeoarri				ductus lactiferi
maitovastike	mielkedutta	melkeerstatning		mielkeduddehus, mielkeduddi				
majoituskulut	orrungolut			idjadangolut				
makeutusainen	njálgudanávnnas							
maksa	vuoivvas	lever						hepar
maksakirroosi	vuoivvaskirrosa							
maksalohko	vuoivvasbealgi							
maksatulehdus	vuoivvasvuolši							
maksatulehdus, virushepatiitti	vuoivvasvuolši, virushepatihtta							
maksuilmoitus	máksoalmmuhus							
maksukuitti	máksokuite			máksokvitto				
maksumuistutus	rássanrehket							
maksutosite	máksoduođuš			máksoduođaštus				
maku	smáhkka	smak		máistu				
mallasuute	málddiscohkodat							
mannapuuro	mánnabuvru							
mannekiini	mannekiidna							
mansikka	eananmuorji							
manteli	mándel							
marjakeitto	muorjemálli							
marjakuusi	muorjeguossa							
marjasose	muorjemeastu							
markkinointi	márkanjođiheapmi			márkanfievrredeapmi, márkanastin?				
marraskesi	jápmaassi							stratun corneum
masennus, depressio	depreššuvdna			lossamielatvuohta,hurvvasvuohta, gurvvasvuohta				
masennus, depressio	alvvahuvvan			arvvahuvvan, skurvvageapmi				
masentaa	alvvahuhttit			skurvvagahttit				
masentua	skurvvagit			alvvahuvvat				
masentuneisuus	skuvrvvasvuohta			alvvahisvuohta, arvvahisvuohta				
masentunut	skurvvas, -rv-#skurva			alvvaheapme, arvvaheapme, skurvváhis, skurvvát:h 				
masentunut ihminen	skurvvát:h 							
matkapahoinvointi	rapmaduvvan	rørelsesyk		rapmaluvvan				
mauste	njattus			máistta				
mauste	rutta							
mauton	smáhkaheapmi	uten smak		máisttoheapmi				
mehiläinen	miedašeatni							
mehu	máihli	sakt		sáhppi, sákta				liquor, inctus, succus
mehukeitto	sáktamálli			máihlevuoššus				
mehukiisseli	sáktakiissel			máihlesuogus				
meikkaus	vuoidan, geallan							
meikkaus, ehostus	geallun (sminkken, málen)							
melatoniini	melatoniidna							
meloni	melovdna							
menetellä	meannudit			láhttet				
menettely	meannudeapmi			láhtten				
menettelytapa	meannudanvuohki			láhttenvuohki				
menettämisseuraamus	manahančuovvumuš			massinčuovvumuš				
mennä ruvelle	ruobbut							
mennä tajuttomaksi	jámálgit 							
menoerä	golloearri			ruhtagolus				
mentaalihygienia	mentálahygieniija			mielladearvvasvuohta, mielladearvvasvuođabargu				
merkittävästi	dovdomassii			mealgat ollu				
miekkalisäke	mielgaskáktá							processus ensiformis
mielenhäiriö	miellaváddu							
mielenterveys	mielladearvvasvuohta							
mielenterveyskuntoutuja	psyhkalaš buozalmasas veajuiduvvi							
mielenterveyspotilas	mielladearvvasvuođabuohcci			miellabuohcci				
mielentila, mieliala	miellaláhki							
mielialahäiriö	miellaláhkehehttehusi 							
mielialalääke	miellaláhkedálkkas							
mielialavaihtelu	mielarievddadeapmi							
mielihyväkeskus	buorremiellaguovddáš 							
mielijohde	(miella)čuggestat			miellafáhtehat, mielladohppehat				
mielipaha	miellavearránus							
mielisairas	miellabuohcci	sinnslidende						
mielisairaus	miellabuohcuvuohta	sinnsykdom		seahki, seagasvuohta				
miessukupuolihormoni	albmáseaksahormona							
migreenikohtaus	migrenadohppehallan	migreneanfall						
mikrobi	mikroba			mikroealán, unnaealán				
mineraali	minerála							
minäkuva	iešgovva							
minä-viesti	mun-sáhka							
mittaruisku	mihttodálkkascirggan	målesprøyte						
mittauttaa	mihtidahttit							
momentti	momeanta							
monikäyttö	máŋggageavahus			lotnolasatnu				
monimuotoisuus	máŋggahámátvuohta			máŋggahámálašvuohta				
moninaiskäyttö	máŋggabealátgeavahus			lotnolasatnu, lotnolasgeavahus				
monipuolinen	máŋggabealát			máŋggabealálaš				
monivitamiini	multivitamiidna	multivitamin						
mononukleoosi eli rauhaskuume	mononukleosa (d. ráksafeber)							
muisti	muitu	hukommelse (erindring, minne)						
mukavuus	vuogasvuohta							
mulkoileva	jabbolas							
mulkoilla	jabbut							
mulkosilmä	jabbečalbmi							exophtalmus
munanjohdin	monnejođas	eggleder		manne-				tuba uterina
munasarja	monneráksá	eggstokk		manne-				ovarium
munasarjat	monnerávssát			manne-				
munasolu	monnesealla			ovula, manne-				ovulum
munasolun irtoaminen	monneluovvaneapmi	eggløsning		manneluovvaneapmi, ovulašuvdna				ovulatio
munuainen	manimuš	nyre		manin, monin, maninčalbmi, moninčalbmi				ren
munuaisallas	maninguovdnji	nyrebekken		moninguovdnji				pelvis renalis
munuaiset	manimuččat			monimuččat				
munuaisvaltimo	manimušváibmosuotna							arteria renalis
muovilelu	plásttetduhkoras							
mureneminen	moallaneapmi							
murentaa	mollet							
murrosikä	rávasnuvvanahki			rávásmuvvanahki				
murrosikä	rávásmanahki							
murrosikä	rávásmanahki							
murtuma	cuovkaneapmi/ gullan							
mustuainen, silmäterä	čalbmegollaš:ž			golláš, čáhppadas, pupilla				pupille
muuntogeeninen	rievdadusgenalaš							
muuntogeeninen	rievdadusgenalaš							
muutoksenhaku	nuppástusohcan			rievdadusohcan				
muutosajankohta	nuppástusáigi			doajáhatáigi, rievdanáigi				
muutospyyntö	nuppástusbivdda							
muuttua	nuppástuvvat			earáhuvvat, rievdat				
mykerökukkainen	diehppelieđat							
mykiö	linsa							lens (crystallina)
mykiön ripustin	linsasuonat							zonula ciliaris
mykkä	gielaheapme			hálaheapme, humaheapme, jienaheapme				
myooma	myoma			deahkkešattalmas, oažžešattalmas				myoma
myrkky	mirkko	gift(stoff)		mirku, mirko				venenum
myrkkykatko	mirkoboska							
myrkkykeiso	mirkourttas 							
myrkytys	mirkkohus	forgiftning						intoxatio
Myrkytystietokeskus	Mirkkohusdiehtoguovddáš							
myyräkuume	muolddatfeber			sáhpándávda				
myönteinen	mieđas							
myöntämisedellytys	mieđihaneaktu							
myötäeläminen, empatia	mieldeeallin			empatiija				
märisevä	luoillas							
märkä	siedja							
märkärupi	dollaboahkut (pl.)	brannkopper		boalddaboahkut (pl.)				
määrätietoinen	mearrediđolaš			mihttomearálaš				
mököttää	moskát							
naarmu	árpa	skrubbsår		nájastat				
nahka, iho	náhkki			liiki				dermis
naisellisuus	nissonláhki							
naissukupuolihormonit	nissonsohkabealhormonat	kvinnelige kjønnshormoner						
napa	náhpi			náhpečoalli				umbilicus
narkoosi	narkosa	narkose						narcosis
narkoottinen	narkohtalaš	narkotisk		narkotihkalaš				narcoticus
nauris	návrraš							
nelikenttäanalyysi	njealjeolátanalysa			njealjegietteanalysa, njealjeoleanalysa				
nelipäinen lihas	ovddabeale badjeváhkká			o. B-fáhkká				m. quadriceps femoris
nenäkäytävä, sierain	njunneráigi							meatus nasi
nenäontelo	njunneoalli							
nenän rustot	njunnenjuorggis			njunnenjuoragas				cartilago nasi
nenänsiiveke	njunnesiekŋa			siekŋa, bavssasiekŋa				alae nasi
nenän tukkoisuus	njunnedahpahat	nesetetthet		njunnedahppun				
nenän väliseinä	njuni gaskaseaidni							
nenäntyvi	njunnemátta							radix nasi
nenäsumute	njunnecirgganas							
nenäsumutin	njunnecirggan	nesespray						
nenätipat	njunnegoaikkanasat	nesedråper						rhinoguttae
neste	golggus	væske		golgi, šolgi, šolggus, njalvi, čáza, láktadat				liquid
nestehukka	golggusjávku							
nestemäinen	golgi	flytende						liquidus
nesteseos, lääkeseos, mikstuura	mikstuvra	mikstur						mixtura
nestetasapaino	golggusdássedeaddu							
nesteytys	golggusdikšu			čázadahttin, čázusdikšun				
neuroni	neurona			nearvasealla				
neuvola	rávvehat							
neuvolakortti	rávvehatkoarta							
nielaista	njielastit	svelge (sluke)						
nielemisrefleksi	njiellanrefleaksa							
nieleskellä nestetilkan kera (jtkn kuivaa)	njalaidallat							
niellä	njiellat	svelge						
nielu	njiellu	svelg		čottaráigi				pharynx
nielunäyte	njielločájánas							
nielurisa	njielloráksá							
nielurisatulehdus	njielloráksávuolši							
nielutulehdus	njiellovuolši							
nikama (sehpetdáktien ja ruosadáktien välillä)	smarbmedákti							
nikama (ensimmäinen ja toinen selkänikama)	jorridákti							atlas & axis
nikamainvälilevy	čielgeskearru			čielgelađasskearru				discus intervertebralis
nikotella, nikottaa	njahkahastit	hikke		njaccahastit, njahkastit, njahkuhit, njalkkuhit				
nikotus, hikka	njahkanas	hikking		njahkkun, njalkkuheapmi, njahkuheapmi				
nikotiinikorvaushoito	nikotiidnaduddendikšu 							
nikotiininkorvike	nikotiidnadutta							
nilkka	boaski	ankel		juolgeruohtas				
nilkkaluu, telaluu	boallodákti							astragalus
nilkkaluut	juolgeruohtasdávttit							ossa tarsalis, o. Tarsi
nilkkanivel (ylempi)	láhpelađas			juolgelađas				articulatio talocruralis
nimetön	orbbeš							
nirhama, naarmu	árpašuvvan							
niska	niski	nakke		niehkki				
niskajänne	niskesuotna							
niskakuoppa	gazir			gaccir				
nisä, maitorauhanen	čižži	bryst						mamma
nitroglyseriini	nitroglyseriidna	nitroglycerin						glyceryli nitras
niukkatuottoinen	vátnabuvttuslaš			vátnabuvttalaš				
nivel (ristiluun ja selän välisen nivelen ulkopuoli)	gáneslakta			gátneslakta				promontorium
nivelkierukka	lađasgeavri							meniscus
nivelontelo	lađasguovdnji							cavum articulare
nivelreuma	lađasleasmi							
nivelside	lađasčanas							
niveltulehdus	lađasvihki	leddbetennelse		lađasvuolši				
nivelturvotus	lađasbohtaneapmi	leddhevelse						
nivus	buođga							inguen
nivuset	buođggat							
noidannuoli	vuoissahat							
nokkonen	gáskálas							
nollosihottuma	rušmasat	elveblest						urticaria
nopeus, vauhti	fallodat							
nopeusvoima	leaktofápmu							
noutopiste	viežžansadji							
nuha	nuorvvu	forkjølelse		nurvo, nuorvu, nuorvodávda				
nuhainen	nurvui							
nuhakuume	nuorvvofeber 							
nukahtamisvaikeus	nohkihanváttisvuohta			oađđánváttisvuohta, nagervátni				
nukkamatto	lávleláhtterátnu			nuovkeláhtterátnu				
nukkumaanmenoaikaan	nohkkanáigge	ved sengetid						hora somni
nukuttaa, puuduttaa (nukutusaineella)	jámihit	bedøve						
nukuttava	nohkkadahtti	søvnbringende						somnifer, hypnoticus
nukutusaine	jámihanávnnas	bedøvelsesmiddel						
nuolla	njoallut	slikke						
nykiä (esim. jalkoja kohtauksen aikana)	doarggáhallat			geasašit				
nyrkki	čorbma							
nystermi	nysterbma							
nähdä painajaisia	deddohallat							
nähtävilläolo	oaidninláhkaidoallan			albmosisdoallan				
näivetys(tauti) 	ástandávda	lammelse						
näkemysero	sierramielalašvuohta			oaivilerohus, oaivilruossalasvuohta				
näköhermo	oaidnonearva							nervus opticus
näköhermon nysty, sokea täplä	čuovggahis dielku							discus nervi optici
näköhermoristi, näköjuosteristeys	oaidnonearvaruossa							chiasma opticum
näkökulma	oaidninvuohki			oaidninviŋkil, oaidninčiehka, oaidnu, oaivilsoggi				
näkövammainen	vátnačalmmát			oaidninnávccaheapme				
nänni	čižžeoaivi	brystvorte		čižžespártu, čižženjunni, nibba				papilla mammae
nänninpiha	čižžeoaibiras							areola mammae
näppy	náránaš							
näppylä	nággi			čihkalas				
närästys	čottaboalddáhat	halsbrann		ruovdegáranas				
närästys (hapan)	čáhcečolohat							
näsiä	geažutmiestta			njunniidna				
näyttötutkinto	ámmátdáidočájáhus			ámmátčehppodatdutkkus				
oheinen	mielčuovvu							
ohimo	geađaš							
ohimolihas	geađašdeahkki							musculus temporalis
ohimoluu	geađašdákti							os temporale
ohitusleikkaus	garvinčuohpadus							
ohjaaja	stivrejeaddji			bagadalli, bagadeaddji, jođiheaddji				
ohjata, kurittaa	bagadit			bagadallat				
ohjata, neuvoa	rávvet			stivret				
ohjaussarvi	stivrran			stivrenčoarvi				
ohje	bagadus	rettledning		bagadat				
ohjearvo	bagadatárvu			rávaárvu				
ohjesääntö	njuolggadusat							
ohra	bivgi							
ohrajauhovelli	bivgejáffomálli							
ohutseinäinen (luu)	gierremas							
ohutsuoli (tyhjä- ja sykkyräsuoli)	sáhpas			sáhpus, sáhppasat (pl.), sáhpposat (pl.)				jejunum & ileum
oikaisulautakunta	vuigenlávdegoddi							
oikaisuvaatimus	vuigengáibádus			njulgengáibádus				
oikaisuvaatimusohje	vuigengáibádusráva			vuigenráva				
oikea-aikainen hoito	ri(e)+B1333vttesáigásaš dikšu							
oikeudenloukkaus	vuoigatvuođarihkkun			vuoigatvuođaloavkideapmi				
oikeudenmukainen	vuoiggalaš							
oikeusapu	vuoigatvuođaveahkki							
oikeushenkilö	vuoigatvuođalašpersovdna			vuoigatvuohtapersovdna				
oikeussääntö	vuoigatvuođanjuolggadus							
oikeusturva	vuoigatvuođadorvu							
oikeusturvavakuutus	vuoigatvuođadorvodáhkádus							
oikeuttaa	vuoigadahttit							
oire	dávdamearka	symptom		dávdaovddas, -vd-				
oireet	ovdasat							
oireeton	vuhttokeahtes			mearkkaheapme				
oirekalenteri	dávdamearkakaleandar							
okkultti	okkulta			čiegus, suollemaš				
oksennus (vetinen)	čáhcevuovssiheapmi	brekning (vandige)						
oksentaa	vuovssadit	brekke seg, kaste oppa, spy		vuoksit				
oleanteri	oleánder							
olennaisesti	dovdomassii			čielgasit				
olka	oalgi							
olkalaskimo	oalgenorasmorčesuotna							
olkaluu (ihmisellä)	oalgenoras							
olkanivel	oalgelađas							articulatio humeri
olkapää	oalgi	skulder						
olkavärttinäluulihas	gaigŋirsojahandeahkki							musculus brachioradialis
omahieronta	iešruvven							
omaishoidontuki	oapmahadikšundoarjja							
omaishoitaja	oapmahašdikšu			oapmahašdivššár				
omakielinen	iežasgielat							
omaleimainen	iešlágálaš			iežaslágaš				
omalääkäri	iežasdoavttir							
omatoiminen	iešráđálaš							
omavastuu	iežasvástu							
omavastuuosa	iežasvástuoassi							
onkalo (keuhkojen ja mahan välissä)	guoru							
onnettomuus	lihkuhisvuohta			lihkohisvuohta, bárti				
ontelosyylä eli molluska	guovdnjespártu 			molluska				
onttolaskimo	váibmomorči			váibmomorčá, váibmomorččis, morči, morčá, morččis				vena cava
ontuva	skierbmá							
operaatio	operašuvdna			doaibmabidju, (earenoam.) čuohpadeapmi				
opintovapaa	oahppofriddja			lohkanluopmu, oahppaluopmu				
oppilashuolto	oahppiidfuolahus			oahppifuolaheapmi				
oppimishäiriö	oahppanhehttehus							
oppimisilmapiiri	oahppanvuoigŋa							
oppimisvaikeus	oahppanváttisvuohta			oahppanhehttehus				
oppisopimuskoulutus	oahppasoahpamušskuvlejupmi			oahpposoahpamušoahpahus				
organismi	organisma			ealánat, ealán				
orgasmi	orgasma			(seksuála) giktalusollašupmi				orgasmus
orvaskesi	liikegiera			náhkkegiera				epidermis
osa-aikaeläke	oasseáigeealáhat							
osa-aikainen	oasseáigásaš							
osa-aikalisä	oasseáigelassi							
osa-aikavapaa	oasseáigefriddjavuohta			oasseáigeluopmu				
osaamiskeskus	máhttinguovddáš			gealboguovddáš, máhtolašvuođaguovddáš, máhttoguovddáš				
osaamispääoma	máhttinopmodat			máhttokapitála				
osakas	osolaš							
osakaslaina	osolašloatna							
osakasvalta	osolašváldi							
osallistuminen	oassálastin							
osallistumis- ja arviointisuunnitelma	oassálastin- ja árvvoštallanplána							
osasto	ossodat							
osastopäällikkö	ossodathoavda							
osastosihteeri	ossodatčálli							
osittain	muhtumassii			oassálassii				
osittainen	oassálas							
osteopaatti	osteopáhta			"dákteguvhllár"				
osteoporoosi	osteoporosa			dávtti suostuluvvan				osteoporosis
ote	dollestat,-g-			čárvá				
otsalohko	gállu							
otsalihas	gállodeahkki							musculus occipitofrontalis
otsalohko	ovdavuoigŋašat			gállolatnja				cerebria anterior, lobus frontalis
otsaluu	gállodákti			áksi				os frontale
otsaontelo	gálloguovdnji							sinus frontalis
ottolapsi	adoptamánná							
ovulaatio	ovulašuvdna			monnesealla luovvaneapmi				ovulatio
paasto	boruhisáigodat			fástu				
paha olo	bahámiella 			heajos miella, illáveadju				
pahanlaatuinen	baháslágan	ondartet		vearráslágan				malignus
pahansuopa	álbaniektu#álbanievttos							
pahoinvointi	illáveadju	illebefinnende						
pahoinvointi, oksetus	váibmogákkahat	kvalmefornemmelse						
pahvi	kartoŋŋa							
paikallispuudutus	báikkálašjámiheapmi			báikegáldnadeapmi				
painava syy	lossa sivva							
paineluelvytys	deattašanjiellun							
painoindeksi	deaddoindeaksa							
painovoima	lossodatfápmu							
paise	buogu							
paisuvaiskudos	návleoažži							
pakaralihas	čoarbbealdeahkki							
pakkaus	páhkka	pakning		olggoš				
pakkausliite	páhkkamielddus	pakningsvedlegg						
pakkolunastus	bággolotnun			bággolonisteapmi				
pakkoneuroottisuus	bággoneurohtalašvuohta							
pakokaasu	bázahusgássa							
pakottava syy	vealtameahttun sivva			bággosivva				
paksu ja tahmea sylki	suohkadis ja dáđes čolga							
paksusuolentulehdus	gassačoallevuolši	ulcerøs colitt						colitis ulcerosa
paksusuoli	gassačoalli	tykkarm						colon
palanpainike	njabadas							
palaute	máhcahat			árvvoštallan, reákšuvnnat, kritihkka, vásihusoaivilat 				
palautelomake	máhcahatskovvi			árvvoštallanskovvi, oaivilskovvi				
palautua 	áhpáiduvvat			vuoŋásmit, vuoŋásmuvvat				
paleltuma	suvččageapmi	forfrysning		šuvččageapmi, čuvččageapmi				
palkka-asiamies	bálkááššeolmmái			bálkááššeolmmoš				
palkkakustannus	bálkágollu							
palkkausmenot	bálkágolut			bálkáhangolut				
palkokasvi	badvešaddu							
palkokasvit	bađvešattut							
pallea	vuoivvasnjárcá			vuoivvasoažži				diaphragma
pallolaajennus	spábbagaljideapmi							
palo- ja pelastustoimi	buollin- ja gádjundoaibma							
palohaava	buollánhávvi	brannsår						
palorakkula	buollánskoavhli	brannblemme						
palovaarallinen	buleš	brannfarlig		buollinváralaš, buolliváralaš				
palovamma	buolašeapmi	brannsår						
palovaroitin	buollinváruheaddji							
palsternakka	palsternáhkká							
palvelu	bálvalus			bálvaleapmi				
palveluasuminen	bálvalanássan							
palvelussuhde	bálvalusgaskavuohta							
palvelussuhdeturvalaki	bálvalusgaskavuođadorvoláhka							
palvelutaso	bálvalandássi							
palvelutavoite	bálvalanulbmil							
palvelutuotanto	bálvalusbuvttadeapmi							
panna täytäntöön	bidjat doibmii			doibmiibidjat				
papillooma	papilloma			virusšattalmas, spártu, buogu				papilloma
paralyysi	paralysa			galdnan				paralysis, paralysia
paranoidinen, vainoharhainen	paranoida			gáddonavdálas				paranoicus
parantaminen	buorideapmi			savvin				
parantola	dikšunviessu			divššohat, áhtanviessu, áhtahat				
parantua	áhtat			buorránit,savvot				
parantumaton	buorránmeahttun	uhelbredelig		buoritmeahttun				
parantuminen	áhtan	helbredelse		buorráneapmi, dearvvasnuvvan				
parasetamoliliuos	parasetamovlaluvus							
parasiitti, loinen	parasihtta			luhtehaš				
parjata, rienata	šluččuhit							
parsakaali	ruoná diehppegálla							
partio	iskkárdoaibma							
partiolainen	iskkár							
partioliike	iskkárlihkadus			iskkárdoaibma				
parvorokko	párvoboahkku							
patologia	patologiija			dávdaoahppa, -oahppu				
patti	jieska							
pehmeä rasva	dipma buoidi							
pelastustoimilaki	gádjundoaibmaláhka							
pellavarouhe	beallemasroavajáffut							
penis	návli	penis		penis, cihppa				penis
penisilliini	penisilliidna	penicillin						penicillinum
peptidi	peptida							
perhepäivähoidonohjaaja	bearašbeaivedikšunbagadeaddji							
perhepäivähoito	bearášbeaivedikšu							
perhetyö	bearásbargu							
perhevapaa	bearašluopmu							
perhoslaastari	beaiveloddeplásttar 							
perijä	árbejeaddji							
perillinen	árbbolaš	O						
perimä	genat (pl.)			genoma				
perimä	genehtalaš árbi			genaárbi				
perimätieto	árbediehtu							
perinne	árbevierru			vierut				
perinnöllinen	árbe-			árbejuvvon, genehtalaš				
perinnötön	árbbeheapme							
perinteinen tietämys	árbevirolaš diehtu							
perintötekijä	árbedahkki			árbedagaldat				
perintötekijät	árbedahkkit							
periytyvä sairaus	árbedávda	arvelid sykdom		sogadávda, sogabearri				
permetriini	permetriidna							
perna	dáđvi			dávdi				lien
pernarutto	dáđvesonahat	miltbrand		dáđvevihki				anthrax
persoonallisuus	persovnnalašvuohta							
persoonallisuushäiriö	persovnnalašvuođahehttehus			persovnnalašvuođaseahkaneapmi				
perspiraatio	perspirašuvdna			bivastuddan				perspiratio
perukirja	árbečála			árbečálus				
perunalastu	buđetvuolahas							
perunkirjoitus	árbečáliheapmi							
perusaineenvaihdunta	vuoddoávnnasmolsašuvvan							
peruseläketurva	vuođđoealáhatdorvu							
perusoikeus	vuođđovuoigatvuohta							
perusomavastuu	vuođđoiežasvástu							
peruspalvelut	vuođđobálvalusat							
perussopimus	vuođđosoahpamuš							
peruste	vuođuštus			ágga, vuođus				
perusterveydenhuolto	vuođđodearvvasvuođafuolahus							
perustoimeentulo	vuođđoáigáiboahtu			vuođđobirgenláhki				
perusturva	vuođđodorvu							
perusturvalautakunta	vuođđodorvolávdegoddi							
perustutkimus	vuođđodutkamuš							
perusvoide	vuođđovuoiddas							
peruuttaa (esim. aikavaraus)	eretgeassit			eretcealkit				
peräaukko	bahtaráigi	endetarmsåpning						anus
peräkkäinen	maŋŋálas							
peräpuikko	bahtabuiku	stikkpille		maŋŋebuoidesággi, maŋŋečoalleibuiccahas				suppositorium
								
peräpukama	bahtabuogu	hemorroide		hemorroida				
peräruiske	maŋŋečoalledoidda	klyster		bahtačoalledoiddus, čoalledoidda				clysma
peräsuoli	bahtačoalli	endetarm		maŋŋebuoidi, maŋŋečoalli				rectum
peukalo	bealgi							
peukalon ja etusormen väli	bealgehálsi							
